DOI,publicationDate,publisher,subject
doi:10.7910/DVN/6NVI9C,2018,xps,Social Sciences
doi:10.7910/DVN/5DX7DP,2020,IOJ,Social Sciences
doi:10.7910/DVN/NOWHWG,2019,the_review,Social Sciences
doi:10.7910/DVN/JBYLAS,2017,world-politics,Social Sciences
doi:10.7910/DVN/NKGCNA,2015,jjharden,Social Sciences
doi:10.7910/DVN/C1SICS,2018,jop,Social Sciences
doi:10.7910/DVN/CMKMGF,2020,BJPolS,Social Sciences
doi:10.7910/DVN/AW6L1P,2019,the_review,Social Sciences
doi:10.7910/DVN/TVB65V,2019,vec,Medicine; Health and Life Sciences
doi:10.7910/DVN/W4XWVU,2020,sjuhl,Social Sciences
doi:10.7910/DVN/26935,2015,king,Social Sciences
doi:10.7910/DVN/ZTLUF1,2018,jkarreth,Social Sciences
doi:10.7910/DVN/V1SVZ4,2016,harvard,Social Sciences
doi:10.7910/DVN/5OG9VV,2019,hkwon,Social Sciences
doi:10.7910/DVN/CJBG5J,2018,jop,Social Sciences
doi:10.7910/DVN/FHD6M2,2019,govdept,Social Sciences
doi:10.7910/DVN/DY1282,2017,polbehavior,Social Sciences
doi:10.7910/DVN/VV12WS,2020,vec,Medicine; Health and Life Sciences
doi:10.7910/DVN/2NDL6R,2018,isq,Social Sciences
doi:10.7910/DVN/POGK8L,2020,dissetacao,Social Sciences
doi:10.7910/DVN/MF2Q7U,2018,harvard,Social Sciences
doi:10.7910/DVN/6A2J2T,2018,the_review,Social Sciences
doi:10.7910/DVN/GLFP8L,2018,cqs,Social Sciences
doi:10.7910/DVN/OY86T9,2017,harvard,Social Sciences
doi:10.7910/DVN/KXMJMZ,2016,researchandpolitics,Social Sciences
doi:10.7910/DVN/NL5BBJ,2015,harvard,Social Sciences
doi:10.7910/DVN/Q2M1AS,2020,arzheimer,Social Sciences
doi:10.7910/DVN/URMQXW,2018,vcharnysh,Social Sciences
doi:10.7910/DVN/LVYOKM,2015,researchandpolitics,Social Sciences
doi:10.7910/DVN/DAE3PG,2018,JPublicPolicy,Social Sciences
doi:10.7910/DVN/SBHNSW,2019,PSRM,Social Sciences
doi:10.7910/DVN/YYZCA0,2020,harvard,Social Sciences
doi:10.7910/DVN/PBQRGQ,2019,ajps,Social Sciences
doi:10.7910/DVN/ZAYG8D,2019,harvard,Social Sciences
doi:10.7910/DVN/LCDBRU,2017,ajps,Social Sciences
doi:10.7910/DVN/ZVQ90X,2020,FPA,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/MM2VWC,2019,the_review,Social Sciences
doi:10.7910/DVN/NUERNZ,2017,mlross,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/Y2EMIO,2018,isq,Social Sciences
doi:10.7910/DVN/N3WF2P,2019,tvinner,Arts and Humanities;Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/A785G7,2018,bigKRLS,Mathematical Sciences;Social Sciences
doi:10.7910/DVN/YSS19O,2020,ajps,Social Sciences
doi:10.7910/DVN/TF046M,2018,isq,Social Sciences
doi:10.7910/DVN/4W1JHE,2016,harvard,Social Sciences
doi:10.7910/DVN/4JXJWI,2017,polbehavior,Social Sciences
doi:10.7910/DVN/9NXGHP,2017,pan,Social Sciences
doi:10.7910/DVN/28763,2015,djmallinson,Social Sciences
doi:10.7910/DVN/NW8RCM,2019,harvard,Social Sciences
doi:10.7910/DVN/ZPMPE9,2019,harvard,Social Sciences
doi:10.7910/DVN/SJBWC3,2017,jop,Social Sciences
doi:10.7910/DVN/NSVSBY,2019,harvard,Social Sciences
doi:10.7910/DVN/G3BKWG,2018,JPublicPolicy,Social Sciences
doi:10.7910/DVN/LF9H7Q,2020,harvard,Business and Management;Social Sciences
doi:10.7910/DVN/TALNRF,2017,harvard,Social Sciences
doi:10.7910/DVN/OI4U3L,2017,harvard,Social Sciences
doi:10.7910/DVN/H11ITR,2016,harvard,Social Sciences
doi:10.7910/DVN/78JPNJ,2018,jop,Social Sciences
doi:10.7910/DVN/UTJGTF,2017,jop,Social Sciences
doi:10.7910/DVN/WHCZJR,2018,jhr,Social Sciences
doi:10.7910/DVN/2JT5JK,2019,perspectives,Social Sciences
doi:10.7910/DVN/5P03UL,2019,bpsr,Social Sciences
doi:10.7910/DVN/CI1J5T,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/VJLVYU,2019,ajps,Social Sciences
doi:10.7910/DVN/MS8XES,2017,harvard,Social Sciences
doi:10.7910/DVN/H9X2AB,2019,pan,Computer and Information Science;Mathematical Sciences;Social Sciences
doi:10.7910/DVN/GQK9MC,2017,bk,Social Sciences
doi:10.7910/DVN/BIJWCU,2017,harvard,Mathematical Sciences;Medicine; Health and Life Sciences;Social Sciences
doi:10.7910/DVN/LI9CAY,2016,harvard,Social Sciences
doi:10.7910/DVN/QPESTS,2019,wBCRmosm,Earth and Environmental Sciences
doi:10.7910/DVN/SV9B3E,2020,pan,Social Sciences
doi:10.7910/DVN/ACYZIC,2017,ajps,Social Sciences
doi:10.7910/DVN/1WDJVC,2018,JPublicPolicy,Social Sciences
doi:10.7910/DVN/4BPRUI,2018,PSRM,Social Sciences
doi:10.7910/DVN/PB8X8P,2018,ajps,Social Sciences
doi:10.7910/DVN/IJ2OQJ,2016,harvard,Social Sciences
doi:10.7910/DVN/LVNZE2,2015,pan,Social Sciences
doi:10.7910/DVN/KSKR7F,2017,xps,Social Sciences
doi:10.7910/DVN/IFZXDG,2018,pltjmms,Other;Physics
doi:10.7910/DVN/X0AOON,2015,fsolt,Social Sciences
doi:10.7910/DVN/2HTWSU,2017,PSRM,Social Sciences
doi:10.7910/DVN/KNKRNP,2018,harvard,Social Sciences
doi:10.7910/DVN/SWC7UH,2018,dinopc,Social Sciences
doi:10.7910/DVN/JNFMNQ,2017,jop,Social Sciences
doi:10.7910/DVN/6LTHVZ,2015,jop,Social Sciences
doi:10.7910/DVN/QSICEX,2016,harvard,Social Sciences
doi:10.7910/DVN/XJQALC,2019,ajps,Social Sciences
doi:10.7910/DVN/A3HBWB,2017,FPA,Social Sciences
doi:10.7910/DVN/GPRVC6,2018,ajps,Social Sciences
doi:10.7910/DVN/GMWOY6,2016,jop,Social Sciences
doi:10.7910/DVN/LA4QBU,2020,harvard,Social Sciences
doi:10.7910/DVN/BPIXRS,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences
doi:10.7910/DVN/Y7KGDK,2017,bulk_density_PTF,Agricultural Sciences;Other
doi:10.7910/DVN/O6HR6R,2019,cklarner,Social Sciences
doi:10.7910/DVN/BFLOTT,2020,PSRM,Social Sciences
doi:10.7910/DVN/O5LNTG,2017,xps,Social Sciences
doi:10.7910/DVN/IZWWBC,2015,pan,Social Sciences
doi:10.7910/DVN/IBKYRX,2019,PSRM,Social Sciences
doi:10.7910/DVN/9ZPFF9,2018,harvard,Social Sciences
doi:10.7910/DVN/QXM09F,2017,bayesiancalibrationtutorial,Medicine; Health and Life Sciences
doi:10.7910/DVN/XVPHO1,2017,BJPolS,Social Sciences
doi:10.7910/DVN/LYSP42,2017,PSRM,Social Sciences
doi:10.7910/DVN/JN22VJ,2017,harvard,Social Sciences
doi:10.7910/DVN/SMLV5D,2018,jop,Social Sciences
doi:10.7910/DVN/FFBNBU,2018,guygrossman,Social Sciences
doi:10.7910/DVN/PGFOXW,2019,ajps,Social Sciences
doi:10.7910/DVN/FAH6KL,2018,ipsr-risp,Social Sciences
doi:10.7910/DVN/0WKEHJ,2020,bluecarbondriversmodel,Earth and Environmental Sciences
doi:10.7910/DVN/BGTAGA,2019,polbehavior,Social Sciences
doi:10.7910/DVN/0KL6JK,2019,PSRM,Social Sciences
doi:10.7910/DVN/S2VGJ1,2018,registration,Social Sciences
doi:10.7910/DVN/YAIXFQ,2017,PSRM,Social Sciences
doi:10.7910/DVN/S4IZ8K,2018,Schoonvelde,Social Sciences
doi:10.7910/DVN/SZ9YXZ,2019,ajps,Social Sciences
doi:10.7910/DVN/C3OKEJ,2015,researchandpolitics,Social Sciences
doi:10.7910/DVN/RNMB1Q,2016,pan,Social Sciences
doi:10.7910/DVN/USFTTP,2018,harvard,Social Sciences
doi:10.7910/DVN/KXXA5C,2019,harvard,Law
doi:10.7910/DVN/J2YRUN,2017,kbanda,Social Sciences
doi:10.7910/DVN/NX5QIU,2019,mattingram,Computer and Information Science;Social Sciences
doi:10.7910/DVN/5NJPTT,2018,jslapin,Social Sciences
doi:10.7910/DVN/5MYZKI,2019,cervas,Social Sciences
doi:10.7910/DVN/2DLCPZ,2018,isq,Social Sciences
doi:10.7910/DVN/KVZXE8,2018,pan,Social Sciences
doi:10.7910/DVN/GSDZNV,2020,harvard,Computer and Information Science;Social Sciences
doi:10.7910/DVN/J2NDPP,2019,PSRM,Social Sciences
doi:10.7910/DVN/MTQEE1,2019,ajps,Social Sciences
doi:10.7910/DVN/GCOLDC,2020,harvard,Other;Social Sciences
doi:10.7910/DVN/2V2LGK,2019,harvard,Social Sciences
doi:10.7910/DVN/SK7JVV,2015,harvard,Agricultural Sciences
doi:10.7910/DVN/WYA1S2,2018,ajps,Social Sciences
doi:10.7910/DVN/PRIRVH,2019,harvard,Social Sciences
doi:10.7910/DVN/QFWIHD,2019,PSRM,Social Sciences
doi:10.7910/DVN/4QRUPR,2017,jop,Social Sciences
doi:10.7910/DVN/UAWGPU,2016,jop,Other;Social Sciences
doi:10.7910/DVN/MGAVHG,2020,kwtrp,Medicine; Health and Life Sciences
doi:10.7910/DVN/UQZUPO,2018,harvard,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/BQMLQW,2017,pan,Social Sciences
doi:10.7910/DVN/EUIGEO,2016,harvard,Social Sciences
doi:10.7910/DVN/EMM5MP,2020,yuhuawang,Business and Management;Law;Social Sciences
doi:10.7910/DVN/UO5XSW,2020,harvard,Social Sciences
doi:10.7910/DVN/VWBTL5,2020,the_review,Social Sciences
doi:10.7910/DVN/U6YTI5,2018,harvard,Social Sciences
doi:10.7910/DVN/DE8THR,2018,harvard,Social Sciences
doi:10.7910/DVN/YGKKRU,2018,isq,Social Sciences
doi:10.7910/DVN/N7XQMY,2019,harvard,Social Sciences
doi:10.7910/DVN/LNM0D9,2020,harvard,Social Sciences
doi:10.7910/DVN/X3586I,2019,PSRM,Social Sciences
doi:10.7910/DVN/GNCDZR,2019,perspectives,Social Sciences
doi:10.7910/DVN/RHAXDD,2019,PSRM,Social Sciences
doi:10.7910/DVN/MP5XXC,2017,jhomola,Social Sciences
doi:10.7910/DVN/RTB1IG,2017,isq,Social Sciences
doi:10.7910/DVN/5MUUMN,2018,harvard,Social Sciences
doi:10.7910/DVN/ART3M9,2018,sliao,Social Sciences
doi:10.7910/DVN/MXKRDE,2020,pan,Social Sciences
doi:10.7910/DVN/KTGFRE,2018,BJPolS,Social Sciences
doi:10.7910/DVN/HIQ4BV,2017,ajps,Social Sciences
doi:10.7910/DVN/82CULX,2019,harvard,Mathematical Sciences;Social Sciences
doi:10.7910/DVN/M7FYU8,2019,harvard,Social Sciences
doi:10.7910/DVN/XHGDPA,2019,lsq,Social Sciences
doi:10.7910/DVN/LRP3SZ,2020,IOJ,Social Sciences
doi:10.7910/DVN/U4Q0FR,2018,PSRM,Computer and Information Science;Social Sciences
doi:10.7910/DVN/3GBS1I,2019,gov2001,Social Sciences
doi:10.7910/DVN/9HO5J8,2017,evolution-of-sustainability,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/UERKTM,2016,PSRM,Social Sciences
doi:10.7910/DVN/ZLEFIB,2019,harvard,Social Sciences
doi:10.7910/DVN/NMJ4W9,2017,ajps,Social Sciences
doi:10.7910/DVN/OZTK8P,2019,internationalinteractions,Social Sciences
doi:10.7910/DVN/GOLMTC,2016,jop,Social Sciences
doi:10.7910/DVN/LQNCBW,2016,harvard,Other
doi:10.7910/DVN/XNXZGB,2016,jop,Social Sciences
doi:10.7910/DVN/KRWG8E,2019,JJPS,Social Sciences
doi:10.7910/DVN/WVFZGE,2019,xps,Social Sciences
doi:10.7910/DVN/A84A9E,2015,zhongjunhu,Social Sciences
doi:10.7910/DVN/J8SXIZ,2019,PSRM,Social Sciences
doi:10.7910/DVN/XW1YYI,2018,PSRM,Social Sciences
doi:10.7910/DVN/ZOUXHF,2016,djmallinson,Social Sciences
doi:10.7910/DVN/EAXI4K,2015,REVAMPNottingham,Social Sciences
doi:10.7910/DVN/PENDX4,2017,the_review,Social Sciences
doi:10.7910/DVN/FL08PZ,2016,jop,Social Sciences
doi:10.7910/DVN/8DWAZW,2019,pan,Social Sciences
doi:10.7910/DVN/BHKSZR,2019,jop,Social Sciences
doi:10.7910/DVN/C6WCUY,2019,markmanger,Social Sciences
doi:10.7910/DVN/RTB67K,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/2TCFTF,2017,chanret,Social Sciences
doi:10.7910/DVN/X0VSTL,2020,martinhuber,Social Sciences
doi:10.7910/DVN/XWAT9E,2016,tomlouwerse,Social Sciences
doi:10.7910/DVN/Y8KIUK,2020,ajps,Social Sciences
doi:10.7910/DVN/EMTSV8,2017,internationalinteractions,Social Sciences
doi:10.7910/DVN/EHWM14,2019,jop,Social Sciences
doi:10.7910/DVN/GT6EJJ,2015,mbuntaine,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/I2CZQY,2016,researchandpolitics,Social Sciences
doi:10.7910/DVN/JQMMVD,2018,JAERE,Social Sciences
doi:10.7910/DVN/9SF3TI,2019,ajps,Social Sciences
doi:10.7910/DVN/KJV6OJ,2016,censusethnic,Social Sciences
doi:10.7910/DVN/SUQC9N,2018,jop,Social Sciences
doi:10.7910/DVN/SYSQDB,2019,internationalinteractions,Social Sciences
doi:10.7910/DVN/61JJI3,2017,jop,Social Sciences
doi:10.7910/DVN/QTG6FQ,2016,ajps,Social Sciences
doi:10.7910/DVN/OTHBVU,2016,ir_dataverse,Social Sciences
doi:10.7910/DVN/MCWFCS,2019,harvard,Social Sciences
doi:10.7910/DVN/FYGY6V,2016,PSRM,Social Sciences
doi:10.7910/DVN/EBF7XW,2016,ajps,Social Sciences
doi:10.7910/DVN/GS8IFM,2018,jop,Social Sciences
doi:10.7910/DVN/XLYTC7,2020,IOJ,Social Sciences
doi:10.7910/DVN/IWMH4T,2019,lsq,Social Sciences
doi:10.7910/DVN/6MRVOM,2020,xps,Social Sciences
doi:10.7910/DVN/WJ9T9R,2016,pierskalla,Social Sciences
doi:10.7910/DVN/HD7UUU,2020,the_review,Social Sciences
doi:10.7910/DVN/ZEVYO1,2019,researchandpolitics,Social Sciences
doi:10.7910/DVN/UEOK3H,2019,ajps,Social Sciences
doi:10.7910/DVN/X7J1WC,2018,Chesthurber,Social Sciences
doi:10.7910/DVN/AGUVBE,2018,pan,Social Sciences
doi:10.7910/DVN/Y3IMBH,2019,bobreednz,Business and Management;Social Sciences
doi:10.7910/DVN/T8OYHT,2019,ajps,Social Sciences
doi:10.7910/DVN/DDIWGS,2019,researchandpolitics,Social Sciences
doi:10.7910/DVN/ROUWNS,2018,jop,Social Sciences
doi:10.7910/DVN/UMG39H,2019,imai,Mathematical Sciences;Social Sciences
doi:10.7910/DVN/PSOFAU,2019,isq,Social Sciences
doi:10.7910/DVN/14RSGX,2016,jop,Social Sciences
doi:10.7910/DVN/XPCVEI,2016,euspeech,Social Sciences
doi:10.7910/DVN/MJKCHZ,2018,PSRM,Social Sciences
doi:10.7910/DVN/ZTTCOX,2019,jop,Social Sciences
doi:10.7910/DVN/BONQSQ,2018,researchandpolitics,Social Sciences
doi:10.7910/DVN/9AMKHL,2020,the_review,Social Sciences
doi:10.7910/DVN/S6B7SE,2020,PSRM,Social Sciences
doi:10.7910/DVN/F0GMX1,2019,pan,Social Sciences
doi:10.7910/DVN/WUBZNL,2016,harvard,Social Sciences
doi:10.7910/DVN/YLENUI,2017,chanret,Social Sciences
doi:10.7910/DVN/4LIO9F,2017,isq,Social Sciences
doi:10.7910/DVN/KYOABG,2019,harvard,Social Sciences
doi:10.7910/DVN/GSMBFX,2019,jop,Social Sciences
doi:10.7910/DVN/DFEH8S,2017,pan,Social Sciences
doi:10.7910/DVN/4IMZRQ,2019,harvard,Other
doi:10.7910/DVN/UMKD0K,2017,BJPolS,Social Sciences
doi:10.7910/DVN/BVWFG1,2018,ilundberg,Social Sciences
doi:10.7910/DVN/64PBG7,2019,internationalinteractions,Social Sciences
doi:10.7910/DVN/XWMSHO,2017,harvard,Mathematical Sciences;Medicine; Health and Life Sciences
doi:10.7910/DVN/M7JKP6,2016,gov2001,Social Sciences
doi:10.7910/DVN/WKJMZY,2019,polbehavior,Social Sciences
doi:10.7910/DVN/R3GZZW,2017,ajps,Social Sciences
doi:10.7910/DVN/XDDN2Y,2019,BJPolS,Social Sciences
doi:10.7910/DVN/4XQUKB,2018,isq,Social Sciences
doi:10.7910/DVN/5D6YPB,2018,harvard,Medicine; Health and Life Sciences
doi:10.7910/DVN/VSLUQX,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/SEOCQ0,2019,the_review,Social Sciences
doi:10.7910/DVN/QV7AJH,2017,jop,Social Sciences
doi:10.7910/DVN/OLTXFC,2019,the_review,Medicine; Health and Life Sciences;Social Sciences
doi:10.7910/DVN/AJYEDA,2018,polbehavior,Social Sciences
doi:10.7910/DVN/VWPPVQ,2018,jop,Social Sciences
doi:10.7910/DVN/X7PCPB,2016,hickswd,Social Sciences
doi:10.7910/DVN/L1Y2KJ,2016,pierskalla,Social Sciences
doi:10.7910/DVN/W08NIR,2020,ajps,Social Sciences
doi:10.7910/DVN/FYGHFO,2019,harvard,Medicine; Health and Life Sciences
doi:10.7910/DVN/N5EGWL,2018,BJPolS,Social Sciences
doi:10.7910/DVN/I9GCXV,2019,harvard,Social Sciences
doi:10.7910/DVN/VVDOUK,2018,BJPolS,Social Sciences
doi:10.7910/DVN/EHVYNN,2017,jop,Social Sciences
doi:10.7910/DVN/CFPBRI,2017,peterbucchianeri,Social Sciences
doi:10.7910/DVN/5CYWWF,2019,the_review,Social Sciences
doi:10.7910/DVN/8AKACJ,2016,pan,Social Sciences
doi:10.7910/DVN/9WPVEY,2016,evolution-of-sustainability,Business and Management;Other;Social Sciences
doi:10.7910/DVN/Z7P7RL,2019,the_review,Social Sciences
doi:10.7910/DVN/WPVSMH,2018,ajps,Social Sciences
doi:10.7910/DVN/W8HUKY,2019,the_review,Social Sciences
doi:10.7910/DVN/HXHL97,2020,harvard,Social Sciences
doi:10.7910/DVN/TIIJAK,2015,thesiswz2300,Social Sciences
doi:10.7910/DVN/6GPLRU,2017,mbuntaine,Social Sciences
doi:10.7910/DVN/P1UZGG,2017,chanret,Law;Social Sciences
doi:10.7910/DVN/IOPELZ,2019,jop,Social Sciences
doi:10.7910/DVN/PDM9UH,2019,IOJ,Social Sciences
doi:10.7910/DVN/1EMHTK,2017,king,Social Sciences
doi:10.7910/DVN/HDGUDZ,2020,the_review,Social Sciences
doi:10.7910/DVN/1DMAAJ,2016,registration,Social Sciences
doi:10.7910/DVN/TONE1D,2019,harvard,Social Sciences
doi:10.7910/DVN/VZLM35,2019,harvard,Business and Management;Social Sciences
doi:10.7910/DVN/CNQUN3,2019,JAERE,Social Sciences
doi:10.7910/DVN/FUJGY1,2017,isq,Social Sciences
doi:10.7910/DVN/Q0CXGA,2018,jmmf,Social Sciences
doi:10.7910/DVN/2IO3DL,2019,isq,Social Sciences
doi:10.7910/DVN/4S2NIW,2018,BJPolS,Social Sciences
doi:10.7910/DVN/ZJTWVY,2019,tropical_reforestation_study,Social Sciences
doi:10.7910/DVN/JTLAIG,2017,klm,Social Sciences
doi:10.7910/DVN/9F0SMU,2019,jop,Social Sciences
doi:10.7910/DVN/C8FMWZ,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/WMRQ16,2017,BJPolS,Social Sciences
doi:10.7910/DVN/AI3VM8,2018,the_review,Social Sciences
doi:10.7910/DVN/POCRVT,2020,harvard,Social Sciences
doi:10.7910/DVN/FPMUUG,2018,harvard,Social Sciences
doi:10.7910/DVN/XTJRQN,2018,polbehavior,Social Sciences
doi:10.7910/DVN/RLWSVJ,2017,PSRM,Social Sciences
doi:10.7910/DVN/1HNIFT,2018,jop,Social Sciences
doi:10.7910/DVN/JGYOCZ,2020,harvard,Social Sciences
doi:10.7910/DVN/UO5WQ4,2016,pan,Mathematical Sciences;Social Sciences
doi:10.7910/DVN/SYJZNG,2020,IOJ,Social Sciences
doi:10.7910/DVN/T6GPSX,2019,beber,Social Sciences
doi:10.7910/DVN/TOZUDO,2020,pan,Social Sciences
doi:10.7910/DVN/ZJTLSW,2019,the_review,Social Sciences
doi:10.7910/DVN/ETNFCY,2018,isq,Social Sciences
doi:10.7910/DVN/JLRL6P,2016,harvard,Social Sciences
doi:10.7910/DVN/GBRVWY,2020,timothyfraser,Social Sciences
doi:10.7910/DVN/TVNVN3,2016,pan,Social Sciences
doi:10.7910/DVN/GLEY3J,2018,isq,Social Sciences
doi:10.7910/DVN/WPKTKJ,2016,ajps,Social Sciences
doi:10.7910/DVN/RA3RUJ,2018,shanepsingh,Social Sciences
doi:10.7910/DVN/59NTIL,2019,polbehavior,Social Sciences
doi:10.7910/DVN/1AZYRE,2018,Big5Ambition,Social Sciences
doi:10.7910/DVN/SSEZKB,2016,harvard,Social Sciences
doi:10.7910/DVN/OAGZZD,2017,jop,Social Sciences
doi:10.7910/DVN/DAR56O,2018,the_review,Social Sciences
doi:10.7910/DVN/EHR4QG,2016,srm,Computer and Information Science;Social Sciences
doi:10.7910/DVN/QYQNBJ,2016,harvard,Social Sciences
doi:10.7910/DVN/USIYOG,2018,harvard,Social Sciences
doi:10.7910/DVN/YUSU8X,2018,harvard,Social Sciences
doi:10.7910/DVN/QR0GFU,2016,chilton,Law;Social Sciences
doi:10.7910/DVN/KUNWOP,2019,harvard,Social Sciences
doi:10.7910/DVN/HQZOOB,2017,ironworks,Chemistry;Earth and Environmental Sciences;Other;Social Sciences
doi:10.7910/DVN/USKUR2,2018,BJPolS,Social Sciences
doi:10.7910/DVN/JX0ESJ,2018,bstewart,Social Sciences
doi:10.7910/DVN/DCYDHS,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/OVLKN9,2019,BJPolS,Social Sciences
doi:10.7910/DVN/BGHLAX,2016,BJPolS,Social Sciences
doi:10.7910/DVN/HJ4KH7,2018,jop,Social Sciences
doi:10.7910/DVN/SIJ1OC,2020,south_korea_covid19,Medicine; Health and Life Sciences
doi:10.7910/DVN/K7IKES,2017,harvard,Law;Social Sciences
doi:10.7910/DVN/BZN2QC,2019,SLU,Business and Management;Social Sciences
doi:10.7910/DVN/BJIAKI,2016,naijia,Social Sciences
doi:10.7910/DVN/7BLIA3,2020,IOJ,Social Sciences
doi:10.7910/DVN/HDZEOP,2019,harvard,Social Sciences
doi:10.7910/DVN/KGIBK5,2019,ajps,Social Sciences
doi:10.7910/DVN/STRA2P,2018,latent_tb_modelling_review,Medicine; Health and Life Sciences
doi:10.7910/DVN/5D4UAY,2018,crowdfunding,Business and Management;Social Sciences
doi:10.7910/DVN/CMQYMO,2019,TRABALHO--FINAL--AD--UFPE,Social Sciences
doi:10.7910/DVN/N1DE4Q,2018,isq,Social Sciences
doi:10.7910/DVN/QR73H6,2016,the_review,Social Sciences
doi:10.7910/DVN/0BFF0K,2019,BJPolS,Social Sciences
doi:10.7910/DVN/RXYHGK,2019,Demo_Desenveco,Social Sciences
doi:10.7910/DVN/ORDLXK,2017,BJPolS,Social Sciences
doi:10.7910/DVN/HZTTY8,2018,harvard,Social Sciences
doi:10.7910/DVN/OU552V,2017,harvard,Social Sciences
doi:10.7910/DVN/IY9B1T,2019,harvard,Social Sciences
doi:10.7910/DVN/NN0TSC,2017,fbailo,Social Sciences
doi:10.7910/DVN/ZBRTJH,2019,ajps,Social Sciences
doi:10.7910/DVN/HPMEVO,2019,polbehavior,Social Sciences
doi:10.7910/DVN/BSKHUF,2016,PSRM,Social Sciences
doi:10.7910/DVN/2YZO3K,2016,cqs,Social Sciences
doi:10.7910/DVN/MIU9K3,2016,fbailo,Social Sciences
doi:10.7910/DVN/W1REJL,2018,radioproxy,Social Sciences
doi:10.7910/DVN/KWM3CY,2017,BJPolS,Social Sciences
doi:10.7910/DVN/LZGQOH,2016,ajps,Social Sciences
doi:10.7910/DVN/IS2KTU,2018,xps,Social Sciences
doi:10.7910/DVN/56EZPS,2017,jop,Social Sciences
doi:10.7910/DVN/GFRHAK,2016,harvard,Social Sciences
doi:10.7910/DVN/ZVPP1H,2017,harvard,Social Sciences
doi:10.7910/DVN/EP7DXB,2015,jop,Social Sciences
doi:10.7910/DVN/ITYDK1,2017,chanret,Social Sciences
doi:10.7910/DVN/JZZWER,2020,BJPolS,Social Sciences
doi:10.7910/DVN/VGWNP9,2019,the_review,Social Sciences
doi:10.7910/DVN/NCV3EX,2018,stefan_mueller,Social Sciences
doi:10.7910/DVN/TGIX8T,2018,jslapin,Social Sciences
doi:10.7910/DVN/URXZX5,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences
doi:10.7910/DVN/K8SC39,2016,jop,Social Sciences
doi:10.7910/DVN/FFKC2P,2020,rdesai2,Medicine; Health and Life Sciences
doi:10.7910/DVN/QSXDUN,2017,ajps,Social Sciences
doi:10.7910/DVN/2BF2HB,2016,researchandpolitics,Social Sciences
doi:10.7910/DVN/ZQPWUJ,2019,harvard,Social Sciences
doi:10.7910/DVN/KBPZ5V,2019,harvard,Business and Management;Law;Social Sciences
doi:10.7910/DVN/OXIOI9,2019,BJPolS,Social Sciences
doi:10.7910/DVN/T9P4WG,2017,harvard,Social Sciences
doi:10.7910/DVN/BZYEIY,2019,restat,Social Sciences
doi:10.7910/DVN/EKZQSZ,2019,the_review,Social Sciences
doi:10.7910/DVN/BE99YA,2018,researchandpolitics,Social Sciences
doi:10.7910/DVN/RUZL8U,2020,martinhuber,Social Sciences
doi:10.7910/DVN/D5WS0Y,2016,jop,Social Sciences
doi:10.7910/DVN/DW7Y5W,2019,eused,Social Sciences
doi:10.7910/DVN/N1NUST,2019,harvard,Social Sciences
doi:10.7910/DVN/JDH6KR,2016,PSRM,Social Sciences
doi:10.7910/DVN/MYDZNF,2018,ajps,Social Sciences
doi:10.7910/DVN/FTYHPJ,2019,the_review,Social Sciences
doi:10.7910/DVN/DSDD7W,2016,mattblackwell,Social Sciences
doi:10.7910/DVN/ULHZSG,2020,DiaphorinaSexEPG,Agricultural Sciences
doi:10.7910/DVN/DSHYUJ,2016,fbailo,Social Sciences
doi:10.7910/DVN/U6EC8N,2020,ajps,Social Sciences
doi:10.7910/DVN/GYY3H5,2016,registration,Social Sciences
doi:10.7910/DVN/YRFNJ6,2015,Owsiak,Social Sciences
doi:10.7910/DVN/PB2MLX,2018,gov2001,Social Sciences
doi:10.7910/DVN/CLMQ8E,2017,jop,Social Sciences
doi:10.7910/DVN/0QOVCH,2020,ajps,Social Sciences
doi:10.7910/DVN/GUATS6,2019,polbehavior,Social Sciences
doi:10.7910/DVN/MDAHHQ,2020,south_korea_covid19,Medicine; Health and Life Sciences
doi:10.7910/DVN/SKPPLH,2019,ajps,Social Sciences
doi:10.7910/DVN/AHBXWA,2017,isq,Social Sciences
doi:10.7910/DVN/GSY2TA,2018,isq,Social Sciences
doi:10.7910/DVN/ZBZPV3,2019,polbehavior,Social Sciences
doi:10.7910/DVN/JIJJYE,2019,isec,Social Sciences
doi:10.7910/DVN/SFBX6Z,2018,the_review,Social Sciences
doi:10.7910/DVN/7FYH0T,2017,Schoonvelde,Social Sciences
doi:10.7910/DVN/TT7NZJ,2019,NicoleJanz,Social Sciences
doi:10.7910/DVN/29171,2016,monogan,Social Sciences
doi:10.7910/DVN/V5P0SM,2018,internationalinteractions,Social Sciences
