,doi,file,r32,r36,r40,result,success
3092,doi:10.7910/DVN/1WZCEA,master_eu.R,"Error in eval(expr, envir, enclos) :   could not find function 'rstan_options'",,,,
3093,doi:10.7910/DVN/1WZCEA,master_sim.R,"Error in eval(expr, envir, enclos) :   could not find function 'rstan_options'",,,,
3094,doi:10.7910/DVN/1WZCEA,master_vote.R,"Error in eval(expr, envir, enclos) :   could not find function 'rstan_options'",,,,
3095,doi:10.7910/DVN/1WZCEA,ms_vis.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3096,doi:10.7910/DVN/1WZCEA,origin_coalition.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3097,doi:10.7910/DVN/1WZCEA,origin_legislature.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",,,,
3098,doi:10.7910/DVN/1WZCEA,origin_vote.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3099,doi:10.7910/DVN/1WZCEA,replicate_AN.R,"Error in file(file, 'rt') : cannot open the connection",,,,
3100,doi:10.7910/DVN/1WZCEA,replicate_Rasmussen.R,"Error in eval(expr, envir, enclos) :   could not find function 'rstan_options'",,,,
3101,doi:10.7910/DVN/1WZCEA,replicate_Rasmussen_o.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",,,,
3102,doi:10.7910/DVN/1WZCEA,sim_heter.R,"Error in eval(expr, envir, enclos) : could not find function 'cbq'",,,,
3103,doi:10.7910/DVN/1WZCEA,sim_homo.R,"Error in eval(expr, envir, enclos) : could not find function 'cbq'",,,,
3104,doi:10.7910/DVN/1WZCEA,simulation_study.R,"Error in eval(expr, envir, enclos) : could not find function 'rald'",,,,
3105,doi:10.7910/DVN/1WZCEA,source.R,success,,,success,1.0
3106,doi:10.7910/DVN/1WZCEA,substantive_interpret_leg.R,"Error in eval(expr, envir, enclos) :   could not find function 'rstan_options'",,,,
3107,doi:10.7910/DVN/1WZCEA,substantive_interpret_s.R,"Error in eval(expr, envir, enclos) :   could not find function 'rstan_options'",,,,
3108,doi:10.7910/DVN/1WZCEA,substantive_interpretation_AN.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3109,doi:10.7910/DVN/OAPCH9,appendix.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3110,doi:10.7910/DVN/OAPCH9,base_cueing_analysis.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
3111,doi:10.7910/DVN/OAPCH9,buddy_cueing_analysis.R,"Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) :   contrasts can be applied only to factors with 2 or more levels","Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) :   contrasts can be applied only to factors with 2 or more levels","Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) :   contrasts can be applied only to factors with 2 or more levels","Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) :   contrasts can be applied only to factors with 2 or more levels",0.0
3112,doi:10.7910/DVN/OAPCH9,chamber_cueing_analysis.R,"Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) :   contrasts can be applied only to factors with 2 or more levels","Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) :   contrasts can be applied only to factors with 2 or more levels","Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) :   contrasts can be applied only to factors with 2 or more levels","Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) :   contrasts can be applied only to factors with 2 or more levels",0.0
3113,doi:10.7910/DVN/QXDOPZ,Replication_ClusterAnalysis_Figures.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3114,doi:10.7910/DVN/QXDOPZ,Replication_Models.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3115,doi:10.7910/DVN/8KQJBJ,demo.R,Error in lambda[i] * TS * P : could not find function 'checkAtAssignment',success,success,success,1.0
3116,doi:10.7910/DVN/8KQJBJ,lproj.R,success,success,success,success,1.0
3117,doi:10.7910/DVN/ZRUDFC,intraparty_rep_code.R,"Error in eval(expr, envir, enclos) : could not find function 'read_dta'",Error : `path` does not exist: 'oesm14nat/national_M2014_dl.xlsx',Error : `path` does not exist: 'oesm14nat/national_M2014_dl.xlsx',Error : `path` does not exist: 'oesm14nat/national_M2014_dl.xlsx',0.0
3118,doi:10.7910/DVN/JVBAWN,Graphics.R,Error in head(con.data) : object 'con.data' not found,Error in head(con.data) : object 'con.data' not found,Error in head(con.data) : object 'con.data' not found,Error in head(con.data) : object 'con.data' not found,0.0
3119,doi:10.7910/DVN/DFRSKZ,appendix.R,"Error in as.data.frame(rmvbin(Nsim * Ntotal, margprob = probvec, bincorr = corrmat,  :   could not find function 'rmvbin'",,,,
3120,doi:10.7910/DVN/DFRSKZ,list_relaxed_liars.R,success,,,success,1.0
3121,doi:10.7910/DVN/DFRSKZ,list_types_plot.R,success,,,success,1.0
3122,doi:10.7910/DVN/DFRSKZ,main.R,"Error in eval(expr, envir, enclos) : could not find function 'ictreg'",,,,
3123,doi:10.7910/DVN/DFRSKZ,sim_bounds.R,success,,,success,1.0
3124,doi:10.7910/DVN/9AWUYJ,bes_analysis.R,"Error in download.file(url, file, quiet = TRUE) : unsupported URL scheme",,Error in makeRestartList(...) : reached elapsed time limit,,
3125,doi:10.7910/DVN/9AWUYJ,bes_data_prep.R,"Error in download.file(url, file, quiet = TRUE) : unsupported URL scheme",,,,
3126,doi:10.7910/DVN/9AWUYJ,bhplot_STM.r,success,,,success,1.0
3127,doi:10.7910/DVN/9AWUYJ,eurobarometer_analysis.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3128,doi:10.7910/DVN/9AWUYJ,experiments_analysis.R,Error in read.dta('../source_data/experiment1.dta') :   unable to open file: 'No such file or directory',,,,
3129,doi:10.7910/DVN/9AWUYJ,experiments_data_prep.R,Error in read.dta('../source_data/experiment1.dta') :   unable to open file: 'No such file or directory',,,,
3130,doi:10.7910/DVN/9AWUYJ,newspaper_analysis.r,"Error in download.file(url, file, quiet = TRUE) : unsupported URL scheme",,,,
3131,doi:10.7910/DVN/9AWUYJ,newspaper_data_prep.r,"Error in download.file(url, file, quiet = TRUE) : unsupported URL scheme",,,,
3132,doi:10.7910/DVN/9AWUYJ,utilityfunctions.r,success,,,success,1.0
3133,doi:10.7910/DVN/DFPXHO,SPSR_2015 replication-1.R,"Error in eval(expr, envir, enclos) :   could not find function 'MCMCpoisson'","Error in MCMCpoisson(number_of_DD1 ~ 1, data = mydata, mcmc = mcmc, burnin = burnin,  :   could not find function 'MCMCpoisson'","Error in MCMCpoisson(number_of_DD1 ~ 1, data = mydata, mcmc = mcmc, burnin = burnin,  :   could not find function 'MCMCpoisson'","Error in MCMCpoisson(number_of_DD1 ~ 1, data = mydata, mcmc = mcmc, burnin = burnin,  :   could not find function 'MCMCpoisson'",0.0
3134,doi:10.7910/DVN/PMPSWJ,02 Repcode_EJPR_figs.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
3135,doi:10.7910/DVN/27864,replication appendix.r,"Error in eval(expr, envir, enclos) :   could not find function 'kripp.alpha'","Error in kripp.alpha(t(lrrel08[lrrel08$sub_org1 == 'spoe', 11:12]), method = 'nominal') :   could not find function 'kripp.alpha'","Error in kripp.alpha(t(lrrel08[lrrel08$sub_org1 == 'spoe', 11:12]), method = 'nominal') :   could not find function 'kripp.alpha'","Error in kripp.alpha(t(lrrel08[lrrel08$sub_org1 == 'spoe', 11:12]), method = 'nominal') :   could not find function 'kripp.alpha'",0.0
3136,doi:10.7910/DVN/27864,replication tab1 tab3.r,"Error in eval(expr, envir, enclos) :   could not find function 'kripp.alpha'",success,success,success,1.0
3137,doi:10.7910/DVN/27864,replication tab4 fig1 fig2.r,"Error in eval(expr, envir, enclos) : could not find function 'wfm'",Error in wfm('wfm_stemstop.csv') : could not find function 'wfm',Error in wfm('wfm_stemstop.csv') : could not find function 'wfm',Error in wfm('wfm_stemstop.csv') : could not find function 'wfm',0.0
3138,doi:10.7910/DVN/JM0QLY,Aroma.R,"Error in eval(expr, envir, enclos) : object 'data2Q' not found","Error in eval(ei, envir) : object 'data2Q' not found","Error in eval(ei, envir) : object 'data2Q' not found","Error in eval(ei, envir) : object 'data2Q' not found",0.0
3139,doi:10.7910/DVN/JM0QLY,Chemical.R,"Error in eval(expr, envir, enclos) : object 'Final_Chemical' not found","Error in eval(ei, envir) : object 'Final_Chemical' not found","Error in eval(ei, envir) : object 'Final_Chemical' not found","Error in eval(ei, envir) : object 'Final_Chemical' not found",0.0
3140,doi:10.7910/DVN/JM0QLY,Cooking ER and CLBR.R,"Error in eval(expr, envir, enclos) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found",0.0
3141,doi:10.7910/DVN/JM0QLY,Cooking WUR and GSL.R,"Error in eval(expr, envir, enclos) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found",0.0
3142,doi:10.7910/DVN/JM0QLY,Cooking.R,"Error in eval(expr, envir, enclos) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found",0.0
3143,doi:10.7910/DVN/JM0QLY,GL and GB anova.R,"Error in eval(expr, envir, enclos) : object 'Final_Length' not found","Error in eval(ei, envir) : object 'Final_Length' not found","Error in eval(ei, envir) : object 'Final_Length' not found","Error in eval(ei, envir) : object 'Final_Length' not found",0.0
3144,doi:10.7910/DVN/JM0QLY,GL and GB.R,"Error in eval(expr, envir, enclos) : object 'FINAL_pHYSICAL' not found","Error in eval(ei, envir) : object 'FINAL_pHYSICAL' not found","Error in eval(ei, envir) : object 'FINAL_pHYSICAL' not found","Error in eval(ei, envir) : object 'FINAL_pHYSICAL' not found",0.0
3145,doi:10.7910/DVN/JM0QLY,GT.R,"Error in eval(expr, envir, enclos) : object 'Final_Chemicalq' not found","Error in eval(ei, envir) : object 'Final_Chemicalq' not found","Error in eval(ei, envir) : object 'Final_Chemicalq' not found","Error in eval(ei, envir) : object 'Final_Chemicalq' not found",0.0
3146,doi:10.7910/DVN/JM0QLY,LB anova.R,"Error in eval(expr, envir, enclos) : object 'Final_Length' not found","Error in eval(ei, envir) : object 'Final_Length' not found","Error in eval(ei, envir) : object 'Final_Length' not found","Error in eval(ei, envir) : object 'Final_Length' not found",0.0
3147,doi:10.7910/DVN/JM0QLY,Length Breadth ratio.R,"Error in eval(expr, envir, enclos) : object 'FINAL_pHYSICAL' not found","Error in eval(ei, envir) : object 'FINAL_pHYSICAL' not found","Error in eval(ei, envir) : object 'FINAL_pHYSICAL' not found","Error in eval(ei, envir) : object 'FINAL_pHYSICAL' not found",0.0
3148,doi:10.7910/DVN/JM0QLY,OCT AND GT.R,"Error in eval(expr, envir, enclos) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found","Error in eval(ei, envir) : object 'Final_Cooking' not found",0.0
3149,doi:10.7910/DVN/UVC4CI,ReplicationScript.R,success,success,success,success,1.0
3150,doi:10.7910/DVN/MP3HQU,unknown,time limit exceeded,,time limit exceeded,,
3151,doi:10.7910/DVN/FYXNIM,Replication code for The Politics of Creditworthiness.R,"Error in eval(expr, envir, enclos) : object 'combined' not found","Error in eval(m$data, parent.frame()) : object 'combined' not found","Error in eval(m$data, parent.frame()) : object 'combined' not found","Error in eval(m$data, parent.frame()) : object 'combined' not found",0.0
3152,doi:10.7910/DVN/NNNPOU,AnalysisSection 4.4.R,"Error in file(file, 'rt') : cannot open the connection",Error in match.fun(FUN) : reached elapsed time limit,,,
3153,doi:10.7910/DVN/MVCLDA,R_code.R,"Error in eval(expr, envir, enclos) : could not find function 'describe'",Error in describe(mydata) : could not find function 'describe',Error in describe(mydata) : could not find function 'describe',Error in describe(mydata) : could not find function 'describe',0.0
3154,doi:10.7910/DVN/PG5FA9,CWTS additional output.R,"Error in eval(expr, envir, enclos) : could not find function 'recode'","Error in recode(y_se1, 1 <- NA, 0 <- c(1, 2, 3, 4, 5)) :   could not find function 'recode'","Error in recode(y_se1, 1 <- NA, 0 <- c(1, 2, 3, 4, 5)) :   could not find function 'recode'","Error in recode(y_se1, 1 <- NA, 0 <- c(1, 2, 3, 4, 5)) :   could not find function 'recode'",0.0
3155,doi:10.7910/DVN/ZJG8EQ,Statistical_Analysisv3.R,Error in dev.off() : cannot shut down device 1 (the null device),Error in glmer(crim_bin ~ democracy + log(gdppercap) + log(population) +  :   could not find function 'glmer',,,
3156,doi:10.7910/DVN/GSY2TA,Code for Figure 1.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3157,doi:10.7910/DVN/GSY2TA,Code for Figure 2.R,"Error in eval(expr, envir, enclos) :   could not find function 'graph.data.frame'","Error in graph.data.frame(edgea, directed = FALSE) :   could not find function 'graph.data.frame'","Error in graph.data.frame(edgea, directed = FALSE) :   could not find function 'graph.data.frame'","Error in graph.data.frame(edgea, directed = FALSE) :   could not find function 'graph.data.frame'",0.0
3158,doi:10.7910/DVN/GSY2TA,Code for Figure 7.R,Error : could not find function 'graph.adjacency',"Error in match.arg(type) :   'arg' should be one of “png”, “jpeg”, “tiff”, “bmp”","Error in match.arg(type) :   'arg' should be one of “png”, “jpeg”, “tiff”, “bmp”","Error in match.arg(type) :   'arg' should be one of “png”, “jpeg”, “tiff”, “bmp”",0.0
3159,doi:10.7910/DVN/GSY2TA,Code for Figure 8.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
3160,doi:10.7910/DVN/GSY2TA,Code for Figure 9.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3161,doi:10.7910/DVN/GSY2TA,Code for Figures 10 and 11.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3162,doi:10.7910/DVN/GSY2TA,Code for Figures 3 and 4.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3163,doi:10.7910/DVN/GSY2TA,Code for Figures 5 and 6.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3164,doi:10.7910/DVN/GSY2TA,Code for SI Figures.R,"Error in check.options(new, name.opt = '.X11.Options', envir = .X11env) :   c('invalid argument name 'restoreConsole' in 'jpeg(filename = plotname, width = 1000, height = 600, units = \'px\', '', 'invalid argument name 'restoreConsole' in '    pointsize = 12, quality = 100, bg = \'white\', res = NA, restoreConsole = TRUE)'')","Error in check.options(new, name.opt = '.X11.Options', envir = .X11env) :   c('invalid argument name 'restoreConsole' in 'jpeg(filename = plotname, width = 1000, height = 600, units = \'px\', '', 'invalid argument name 'restoreConsole' in '    pointsize = 12, quality = 100, bg = \'white\', res = NA, restoreConsole = TRUE)'')","Error in check.options(new, name.opt = '.X11.Options', envir = .X11env) :   c('invalid argument name 'restoreConsole' in 'jpeg(filename = plotname, width = 1000, height = 600, units = \'px\', '', 'invalid argument name 'restoreConsole' in '    pointsize = 12, quality = 100, bg = \'white\', res = NA, restoreConsole = TRUE)'')","Error in check.options(new, name.opt = '.X11.Options', envir = .X11env) :   c('invalid argument name 'restoreConsole' in 'jpeg(filename = plotname, width = 1000, height = 600, units = \'px\', '', 'invalid argument name 'restoreConsole' in '    pointsize = 12, quality = 100, bg = \'white\', res = NA, restoreConsole = TRUE)'')",0.0
3165,doi:10.7910/DVN/GSY2TA,ccode2cow.R,success,success,success,success,1.0
3166,doi:10.7910/DVN/GSY2TA,matrix2dyads.R,success,success,success,success,1.0
3167,doi:10.7910/DVN/GSY2TA,report.progress.R,success,success,success,success,1.0
3168,doi:10.7910/DVN/6KEXM7,appxB_table_1.R,"Error in eval(expr, envir, enclos) : could not find function 'read_dta'","Error in paste0(before, x, after) : reached elapsed time limit",,,
3169,doi:10.7910/DVN/F6CVMG,unknown,time limit exceeded,,time limit exceeded,,
3170,doi:10.7910/DVN/MNQ1IU,ssi_mturkBJPS_clean.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3171,doi:10.7910/DVN/MNQ1IU,stmBJPS.R,"Error in eval(expr, envir, enclos) :   could not find function 'textProcessor'","Error in textProcessor(documents = temp1$textcontent, metadata = temp1) :   could not find function 'textProcessor'","Error in textProcessor(documents = temp1$textcontent, metadata = temp1) :   could not find function 'textProcessor'","Error in textProcessor(documents = temp1$textcontent, metadata = temp1) :   could not find function 'textProcessor'",0.0
3172,doi:10.7910/DVN/HZTTY8,Figure 4.R,success,success,,success,1.0
3173,doi:10.7910/DVN/HZTTY8,Figure 5.R,success,Error in makeRestartList(...) : reached elapsed time limit,,success,1.0
3174,doi:10.7910/DVN/HZTTY8,"Figures 1, 2 and 3.R",success,success,,success,1.0
3175,doi:10.7910/DVN/HZTTY8,Figures 6 and 7.R,Error in ptr() : reached elapsed time limit,Error in is.vector(X) : reached elapsed time limit,,,
3176,doi:10.7910/DVN/YDGVJ4,unknown,time limit exceeded,,,,
3177,doi:10.7910/DVN/FEWFTX,data_an_firsttwo_dad.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3178,doi:10.7910/DVN/FEWFTX,data_an_firsttwo_mom.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3179,doi:10.7910/DVN/FEWFTX,data_an_twin_dad.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3180,doi:10.7910/DVN/FEWFTX,data_an_twin_dad_het_by_age.R,"Error in eval(expr, envir, enclos) : object 'fathers' not found",,,,
3181,doi:10.7910/DVN/FEWFTX,data_an_twin_mom.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3182,doi:10.7910/DVN/FEWFTX,data_an_twin_mom_het_by_age.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3183,doi:10.7910/DVN/FEWFTX,data_an_twin_old_20_dad.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3184,doi:10.7910/DVN/FEWFTX,data_an_twin_old_20_mom.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3185,doi:10.7910/DVN/FEWFTX,data_an_twin_placebo.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3186,doi:10.7910/DVN/FEWFTX,data_cr.R,Error in read.dta('stata_data.dta') :   unable to open file: 'No such file or directory',,,,
3187,doi:10.7910/DVN/FEWFTX,data_cr_old_20.R,Error in read.dta('stata_data.dta') :   unable to open file: 'No such file or directory',,,,
3188,doi:10.7910/DVN/FEWFTX,data_cr_samesex.R,Error in read.dta('stata_data.dta') :   unable to open file: 'No such file or directory',,,,
3189,doi:10.7910/DVN/3UXBOJ,classification.R,"Error in eval(expr, envir, enclos) : could not find function 'read_csv'",Error : 'Final_data/percentage_data.csv' does not exist in current working directory ('/usr/workdir').,Error : 'Final_data/percentage_data.csv' does not exist in current working directory ('/usr/workdir').,Error : 'Final_data/percentage_data.csv' does not exist in current working directory ('/usr/workdir').,0.0
3190,doi:10.7910/DVN/AUX9W1,rsr_bhps_1loadprocess.R,"Error in read.dta('UKDA-5151-stata8_BHPS1991to2008/stata8/aindresp.dta',  :   unable to open file: 'No such file or directory'","Error in read.dta('UKDA-5151-stata8_BHPS1991to2008/stata8/aindresp.dta',  :   unable to open file: 'No such file or directory'",,,
3191,doi:10.7910/DVN/AUX9W1,rsr_bhps_3appendixAnalysis.R,"Error in read.dta('UKDA-5151-stata8_BHPS1991to2008/stata8/aindresp.dta',  :   unable to open file: 'No such file or directory'","Error in read.dta('UKDA-5151-stata8_BHPS1991to2008/stata8/aindresp.dta',  :   unable to open file: 'No such file or directory'",,,
3192,doi:10.7910/DVN/AUX9W1,rsr_ehsi_1loadprocess.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",Error in read.dta13('hse2011_rsr.dta') :   could not find function 'read.dta13',,,
3193,doi:10.7910/DVN/AUX9W1,rsr_ehsi_2mainPaperAnalysis.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'","Error in rep(NA, nrow(ehsi)) : invalid 'times' argument",,,
3194,doi:10.7910/DVN/AUX9W1,rsr_ehsi_3appendixAnalysis.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",,,
3195,doi:10.7910/DVN/OWUY5F,Data Analysis Code.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
3196,doi:10.7910/DVN/DRVBZY,unknown,time limit exceeded,,,,
3197,doi:10.7910/DVN/2VFWT2,analysis_code.R,"Error in eval(expr, envir, enclos) : could not find function 'felm'",Error in makeRestartList(...) : reached elapsed time limit,,,
3198,doi:10.7910/DVN/2VFWT2,multple_testing_functions.R,success,success,,success,1.0
3199,doi:10.7910/DVN/5DX7DP,analysis.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3200,doi:10.7910/DVN/5DX7DP,analysis_budgetetal.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",Error in makeRestartList(...) : reached elapsed time limit,,,
3201,doi:10.7910/DVN/5DX7DP,analysis_functions.R,success,success,,success,1.0
3202,doi:10.7910/DVN/5DX7DP,analysis_govscale.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3203,doi:10.7910/DVN/5DX7DP,analysis_plots.R,"Error in eval(expr, envir, enclos) : object 'data.cross' not found",,,,
3204,doi:10.7910/DVN/5DX7DP,analysis_rulers.R,Error in ifelse(ruler.yrs.df$year == ruler.yrs.df$end.year & ruler.yrs.df$end.year !=  :   object 'ruler.yrs.df' not found,,,,
3205,doi:10.7910/DVN/5DX7DP,analysis_selection.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
3206,doi:10.7910/DVN/5DX7DP,analysis_wa.R,"Error in eval(expr, envir, enclos) : object 'data.frnc' not found",,,,
3207,doi:10.7910/DVN/5DX7DP,balance_table.R,success,,,success,1.0
3208,doi:10.7910/DVN/E3FDAV,unknown,time limit exceeded,,time limit exceeded,,
3209,doi:10.7910/DVN/6KPFOK,unknown,download error,,time limit exceeded,,
3210,doi:10.7910/DVN/DX4HLQ,Rcode_terrorism&FDI.R,"Error in subset(data3, year > 1989) : object 'data3' not found","Error in subset(data3, year > 1989) : object 'data3' not found","Error in subset(data3, year > 1989) : object 'data3' not found","Error in subset(data3, year > 1989) : object 'data3' not found",0.0
3211,doi:10.7910/DVN/O6PQTW,unknown,time limit exceeded,,time limit exceeded,,
3212,doi:10.7910/DVN/XO0FXY,From_raw_data_to_calibration.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
3213,doi:10.7910/DVN/XO0FXY,Fully_QCA_analysis.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3214,doi:10.7910/DVN/XO0FXY,Robustness_test_Limdespot.R,Error : could not find function 'calibrate',Error in makeRestartList(...) : reached elapsed time limit,,,
3215,doi:10.7910/DVN/XO0FXY,Robustness_test_YouthBulge.R,Error : could not find function 'calibrate',"Error in paste0(before, x, after) : reached elapsed time limit",,,
3216,doi:10.7910/DVN/FXRIOS,plot.ci2.R,success,success,success,success,1.0
3217,doi:10.7910/DVN/FXRIOS,rr_cces.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3218,doi:10.7910/DVN/FXRIOS,rr_ssi.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",Error in makeRestartList(...) : reached elapsed time limit,,,
3219,doi:10.7910/DVN/FXRIOS,rr_taps.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
3220,doi:10.7910/DVN/FXRIOS,rr_yougov.R,"Error in eval(expr, envir, enclos) : could not find function 'zelig'",Error in unlist(args) : reached elapsed time limit,,,
3221,doi:10.7910/DVN/VNXEM6,fl-rep.R,"Error in eval(expr, envir, enclos) : could not find function 'coeftest'","Error in coeftest(direct, vcov = direct.vcov) :   could not find function 'coeftest'","Error in coeftest(direct, vcov = direct.vcov) :   could not find function 'coeftest'","Error in coeftest(direct, vcov = direct.vcov) :   could not find function 'coeftest'",0.0
3222,doi:10.7910/DVN/VNXEM6,panel-utils.R,success,success,success,success,1.0
3223,doi:10.7910/DVN/VNXEM6,ploughs.R,success,success,success,success,1.0
3224,doi:10.7910/DVN/VNXEM6,ptbias.R,success,success,success,success,1.0
