,doi,success,publicationDate,publisher,subject,type,name
997,doi:10.7910/DVN/LCDBRU,1.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
998,doi:10.7910/DVN/LCLJTT,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
999,doi:10.7910/DVN/LD0ITE,1.0,2018,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1000,doi:10.7910/DVN/LD6NL8,,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1001,doi:10.7910/DVN/LD8MDG,0.0,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1002,doi:10.7910/DVN/LDRTZI,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1003,doi:10.7910/DVN/LEFLDF,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1004,doi:10.7910/DVN/LF9H7Q,,2020,harvard,Business and Management;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1005,doi:10.7910/DVN/LFFJRV,1.0,2018,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
1006,doi:10.7910/DVN/LFQZVU,1.0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1007,doi:10.7910/DVN/LG2RLS,0.0,2020,jhr,Social Sciences,JOURNALS,Journal of Human Rights (JHR)  Dataverse
1008,doi:10.7910/DVN/LG3DWV,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1009,doi:10.7910/DVN/LGBXWX,1.0,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1010,doi:10.7910/DVN/LGDIZD,,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1011,doi:10.7910/DVN/LI9CAY,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1012,doi:10.7910/DVN/LIVJLZ,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1013,doi:10.7910/DVN/LJIO0F,,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1014,doi:10.7910/DVN/LJN4BO,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1015,doi:10.7910/DVN/LKFOMW,,2019,researchandpolitics,Earth and Environmental Sciences;Social Sciences,JOURNALS,Research & Politics Dataverse
1016,doi:10.7910/DVN/LLHLEW,,2020,kpeyton,Social Sciences,RESEARCHERS,Kyle Peyton's Dataverse
1017,doi:10.7910/DVN/LMW871,1.0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1018,doi:10.7910/DVN/LNM0D9,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1019,doi:10.7910/DVN/LNPAOC,1.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1020,doi:10.7910/DVN/LNUSBB,,2016,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1021,doi:10.7910/DVN/LNUYXZ,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1022,doi:10.7910/DVN/LP1F7C,,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1023,doi:10.7910/DVN/LPF2BK,0.0,2017,harvard,Computer and Information Science,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1024,doi:10.7910/DVN/LPLJCL,1.0,2016,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1025,doi:10.7910/DVN/LPZLBF,0.0,2018,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1026,doi:10.7910/DVN/LQ8B4W,,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1027,doi:10.7910/DVN/LQNCBW,1.0,2016,harvard,Other,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1028,doi:10.7910/DVN/LRP3SZ,,2020,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1029,doi:10.7910/DVN/LRSICH,0.0,2018,SpaceBetweenUs,Social Sciences,RESEARCH_PROJECTS,Space Between Us Dataverse
1030,doi:10.7910/DVN/LTF688,,2015,ahlquist,Social Sciences,RESEARCHERS,John Ahlquist Dataverse
1031,doi:10.7910/DVN/LTGH26,0.0,2019,JJPS,Social Sciences,JOURNALS,Japanese Journal of Political Science
1032,doi:10.7910/DVN/LUGBL1,1.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1033,doi:10.7910/DVN/LUJC8I,,2019,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
1034,doi:10.7910/DVN/LUOZJL,1.0,2019,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1035,doi:10.7910/DVN/LVFRCL,0.0,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1036,doi:10.7910/DVN/LVNZE2,,2015,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1037,doi:10.7910/DVN/LVPPP7,1.0,2019,patrickbayer,Social Sciences,RESEARCHERS,Patrick Bayer Dataverse
1038,doi:10.7910/DVN/LVYOKM,1.0,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1039,doi:10.7910/DVN/LYSP42,1.0,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1040,doi:10.7910/DVN/LZGQOH,1.0,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1041,doi:10.7910/DVN/LZPEQT,,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1042,doi:10.7910/DVN/M046SB,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1043,doi:10.7910/DVN/M2U0KV,1.0,2020,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1044,doi:10.7910/DVN/M7FYU8,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1045,doi:10.7910/DVN/M7JKP6,,2016,gov2001,Social Sciences,UNCATEGORIZED,Gov2001 Dataverse
1046,doi:10.7910/DVN/M98FXF,0.0,2020,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1047,doi:10.7910/DVN/M9RWZN,1.0,2019,stateofaadhaar,Social Sciences,ORGANIZATIONS_INSTITUTIONS,State of Aadhaar
1048,doi:10.7910/DVN/MB2UKU,,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1049,doi:10.7910/DVN/MCV1LU,1.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1050,doi:10.7910/DVN/MDAHHQ,1.0,2020,south_korea_covid19,Medicine; Health and Life Sciences,RESEARCHERS,Samir Soneji Dataverse
1051,doi:10.7910/DVN/MF2Q7U,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1052,doi:10.7910/DVN/MFSZJH,1.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1053,doi:10.7910/DVN/MGAVHG,0.0,2020,kwtrp,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,KWTRP Research Data Repository
1054,doi:10.7910/DVN/MGUYVO,,2019,gov2001,Social Sciences,UNCATEGORIZED,Gov2001 Dataverse
1055,doi:10.7910/DVN/MHE2PO,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1056,doi:10.7910/DVN/MHN3NY,1.0,2017,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1057,doi:10.7910/DVN/MHWTTS,0.0,2020,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1058,doi:10.7910/DVN/MIA6DY,1.0,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1059,doi:10.7910/DVN/MIB7AG,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1060,doi:10.7910/DVN/MIU9K3,1.0,2016,fbailo,Social Sciences,UNCATEGORIZED,Francesco Bailo Dataverse
1061,doi:10.7910/DVN/MJF2D5,1.0,2018,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1062,doi:10.7910/DVN/MJKCHZ,1.0,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1063,doi:10.7910/DVN/MKAI7J,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1064,doi:10.7910/DVN/MLH2FY,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1065,doi:10.7910/DVN/MLTXHB,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1066,doi:10.7910/DVN/MM2VWC,,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1067,doi:10.7910/DVN/MNK26U,,2018,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1068,doi:10.7910/DVN/MNQ1IU,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1069,doi:10.7910/DVN/MO3KOQ,0.0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1070,doi:10.7910/DVN/MOTRM2,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1071,doi:10.7910/DVN/MP1NSJ,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1072,doi:10.7910/DVN/MP5XXC,0.0,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1073,doi:10.7910/DVN/MPBGXL,1.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1074,doi:10.7910/DVN/MPLQUI,0.0,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1075,doi:10.7910/DVN/MPMIJU,,2017,SpaceBetweenUs,Social Sciences,RESEARCH_PROJECTS,Space Between Us Dataverse
1076,doi:10.7910/DVN/MPQGZP,1.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1077,doi:10.7910/DVN/MPQQC0,0.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1078,doi:10.7910/DVN/MQAWKE,,2020,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1079,doi:10.7910/DVN/MR7YZK,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1080,doi:10.7910/DVN/MRBUP1,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1081,doi:10.7910/DVN/MRIWOI,0.0,2019,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1082,doi:10.7910/DVN/MS8XES,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1083,doi:10.7910/DVN/MSTR3F,0.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1084,doi:10.7910/DVN/MSV9AS,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1085,doi:10.7910/DVN/MT7XU0,,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1086,doi:10.7910/DVN/MTBJ3S,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1087,doi:10.7910/DVN/MTELU8,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1088,doi:10.7910/DVN/MTHVD4,0.0,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1089,doi:10.7910/DVN/MTQEE1,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1090,doi:10.7910/DVN/MUDDIH,,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1091,doi:10.7910/DVN/MUFCFA,,2018,gov2001,Social Sciences,UNCATEGORIZED,Gov2001 Dataverse
1092,doi:10.7910/DVN/MUFWVT,0.0,2016,mbuntaine,Social Sciences,RESEARCHERS,Mark Buntaine Dataverse
1093,doi:10.7910/DVN/MUJHGR,1.0,2016,leeper,Social Sciences,RESEARCHERS,Thomas J. Leeper Dataverse
1094,doi:10.7910/DVN/MUPGQM,0.0,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1095,doi:10.7910/DVN/MUYFH1,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1096,doi:10.7910/DVN/MV8SWC,0.0,2018,pomeroy,Computer and Information Science;Law;Social Sciences,RESEARCHERS,Caleb Pomeroy Dataverse
1097,doi:10.7910/DVN/MVCLDA,0.0,2017,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1098,doi:10.7910/DVN/MWGOZS,1.0,2018,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1099,doi:10.7910/DVN/MWJHD2,0.0,2018,gov2001,Medicine; Health and Life Sciences,UNCATEGORIZED,Gov2001 Dataverse
1100,doi:10.7910/DVN/MX5NIV,0.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1101,doi:10.7910/DVN/MXKRDE,1.0,2020,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1102,doi:10.7910/DVN/MYDZNF,,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1103,doi:10.7910/DVN/MYF97D,,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1104,doi:10.7910/DVN/MYRDQC,,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1105,doi:10.7910/DVN/MZIKCS,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1106,doi:10.7910/DVN/MZUOWG,,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1107,doi:10.7910/DVN/N0PBQ9,1.0,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1108,doi:10.7910/DVN/N1DE4Q,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1109,doi:10.7910/DVN/N1HOB1,0.0,2019,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1110,doi:10.7910/DVN/N1NUST,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1111,doi:10.7910/DVN/N2I9LC,,2015,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1112,doi:10.7910/DVN/N3WF2P,1.0,2019,tvinner,Arts and Humanities;Earth and Environmental Sciences;Social Sciences,UNCATEGORIZED,Endre Tvinnereim Dataverse
1113,doi:10.7910/DVN/N52H3M,0.0,2016,harvard,Law;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1114,doi:10.7910/DVN/N5EGWL,0.0,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1115,doi:10.7910/DVN/N6CT4V,1.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1116,doi:10.7910/DVN/N7XQMY,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1117,doi:10.7910/DVN/N9TTIA,,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1118,doi:10.7910/DVN/N9XP0Y,0.0,2019,RandyCragun,Social Sciences,RESEARCHERS,Randy Cragun Dataverse
1119,doi:10.7910/DVN/NAMZXJ,1.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1120,doi:10.7910/DVN/NC06GQ,1.0,2015,ajps,Law;Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1121,doi:10.7910/DVN/NCUSPZ,0.0,2019,jop,Law;Social Sciences,JOURNALS,The Journal of Politics Dataverse
1122,doi:10.7910/DVN/NCV3EX,1.0,2018,stefan_mueller,Social Sciences,RESEARCHERS,Stefan Müller Dataverse
1123,doi:10.7910/DVN/NDJY0J,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1124,doi:10.7910/DVN/NDZV42,0.0,2020,crescenzi,Social Sciences,RESEARCHERS,Mark Crescenzi Dataverse
1125,doi:10.7910/DVN/NEAG2L,0.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1126,doi:10.7910/DVN/NEIYVD,0.0,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1127,doi:10.7910/DVN/NEZPZ6,0.0,2019,gov2001,Social Sciences,UNCATEGORIZED,Gov2001 Dataverse
1128,doi:10.7910/DVN/NFPJAQ,1.0,2019,culturalanalytics,Arts and Humanities;Computer and Information Science,JOURNALS,Cultural Analytics Dataverse
1129,doi:10.7910/DVN/NFXS5Z,,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1130,doi:10.7910/DVN/NFZLI3,0.0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1131,doi:10.7910/DVN/NGGAQ5,,2019,txtlab,Arts and Humanities,LABORATORY,txtLAB
1132,doi:10.7910/DVN/NGTWWJ,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1133,doi:10.7910/DVN/NH8ZQC,,2017,securityforceethnicity,Social Sciences,RESEARCH_PROJECTS,Security Force Ethnicity Project Dataverse
1134,doi:10.7910/DVN/NHKKE2,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1135,doi:10.7910/DVN/NI225N,1.0,2016,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1136,doi:10.7910/DVN/NIGQBX,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1137,doi:10.7910/DVN/NJHQ8Y,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1138,doi:10.7910/DVN/NKGCNA,1.0,2015,jjharden,Social Sciences,RESEARCHERS,Jeffrey J. Harden Dataverse
1139,doi:10.7910/DVN/NL5BBJ,,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1140,doi:10.7910/DVN/NLMJIP,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1141,doi:10.7910/DVN/NMJ4W9,1.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1142,doi:10.7910/DVN/NN0TSC,1.0,2017,fbailo,Social Sciences,UNCATEGORIZED,Francesco Bailo Dataverse
1143,doi:10.7910/DVN/NN9KZT,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1144,doi:10.7910/DVN/NNJXDY,,2018,PSRM,Computer and Information Science;Mathematical Sciences;Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1145,doi:10.7910/DVN/NNNPOU,,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1146,doi:10.7910/DVN/NNXBHP,,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1147,doi:10.7910/DVN/NO90AJ,0.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1148,doi:10.7910/DVN/NOFKNI,0.0,2018,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1149,doi:10.7910/DVN/NOWHWG,,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1150,doi:10.7910/DVN/NOYBCQ,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1151,doi:10.7910/DVN/NP8SDI,0.0,2018,timothyfraser,Social Sciences,RESEARCHERS,Timothy Fraser Dataverse
1152,doi:10.7910/DVN/NPQF5G,1.0,2017,harvard,Law;Mathematical Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1153,doi:10.7910/DVN/NQ32VR,1.0,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1154,doi:10.7910/DVN/NQFPF3,,2019,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1155,doi:10.7910/DVN/NQVP7K,1.0,2018,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1156,doi:10.7910/DVN/NRAQRH,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1157,doi:10.7910/DVN/NS5W59,1.0,2016,monogan,Social Sciences,RESEARCHERS,Monogan Dataverse
1158,doi:10.7910/DVN/NSRG8T,0.0,2017,G6PD-flow-cytometric,Medicine; Health and Life Sciences,RESEARCHERS,MICHAEL KALNOKY Dataverse
1159,doi:10.7910/DVN/NSRKXC,1.0,2015,leeper,Social Sciences,RESEARCHERS,Thomas J. Leeper Dataverse
1160,doi:10.7910/DVN/NSTBR7,,2020,monogan,Social Sciences,RESEARCHERS,Monogan Dataverse
1161,doi:10.7910/DVN/NSVSBY,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1162,doi:10.7910/DVN/NUERNZ,0.0,2017,mlross,Earth and Environmental Sciences;Social Sciences,RESEARCHERS,Michael L. Ross Dataverse
1163,doi:10.7910/DVN/NUGAJB,1.0,2019,govdept,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard University Department of Government Dissertations Dataverse
1164,doi:10.7910/DVN/NURHVT,,2020,jkarreth,Social Sciences,RESEARCHERS,Johannes Karreth Dataverse
1165,doi:10.7910/DVN/NVRBC9,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1166,doi:10.7910/DVN/NW4LIO,1.0,2016,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1167,doi:10.7910/DVN/NW8RCM,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1168,doi:10.7910/DVN/NWFACJ,1.0,2010,nilsw,Social Sciences,RESEARCHERS,Nils Weidmann Dataverse
1169,doi:10.7910/DVN/NWHYIQ,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1170,doi:10.7910/DVN/NX5QIU,,2019,mattingram,Computer and Information Science;Social Sciences,RESEARCHERS,Matthew C. Ingram
1171,doi:10.7910/DVN/NZCGYX,1.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1172,doi:10.7910/DVN/NZFAXI,1.0,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1173,doi:10.7910/DVN/NZIVED,0.0,2018,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1174,doi:10.7910/DVN/NZJXDB,,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1175,doi:10.7910/DVN/NZQIWM,,2015,fsolt,Social Sciences,RESEARCHERS,Frederick Solt Dataverse
1176,doi:10.7910/DVN/O0JVDU,,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1177,doi:10.7910/DVN/O11QZU,,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1178,doi:10.7910/DVN/O1DKBV,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1179,doi:10.7910/DVN/O1PMGO,,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1180,doi:10.7910/DVN/O2BK85,0.0,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1181,doi:10.7910/DVN/O3ETO9,,2019,galdinont,Social Sciences,RESEARCH_PROJECTS,Jose Francelino Galdino Neto Dataverse
1182,doi:10.7910/DVN/O4BMLG,1.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1183,doi:10.7910/DVN/O5LNTG,,2017,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1184,doi:10.7910/DVN/O6HR6R,,2019,cklarner,Social Sciences,RESEARCHERS,Carl Klarner Dataverse
1185,doi:10.7910/DVN/O6PQTW,,2019,renatacavalcantiufpe,Social Sciences,RESEARCHERS,Renata Cavalcanti Dataverse
1186,doi:10.7910/DVN/O6VHZZ,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1187,doi:10.7910/DVN/O7HHKB,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1188,doi:10.7910/DVN/O824I7,1.0,2018,AgreementIndiff,Social Sciences,RESEARCH_PROJECTS,Morphological and Individual Difference Factors in Agreement Processing
1189,doi:10.7910/DVN/OABGY2,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1190,doi:10.7910/DVN/OAGZZD,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1191,doi:10.7910/DVN/OAPCH9,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1192,doi:10.7910/DVN/OB00VG,0.0,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1193,doi:10.7910/DVN/OBDQ3H,,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1194,doi:10.7910/DVN/OCI9KN,0.0,2018,montag,Law;Social Sciences,RESEARCHERS,Josef Montag's Dataverse
1195,doi:10.7910/DVN/OE6TS2,1.0,2019,vec,Medicine; Health and Life Sciences,RESEARCH_GROUP,Virus Epidemiology and Control (VEC) Dataverse
1196,doi:10.7910/DVN/OE6UMR,1.0,2019,joshuabecker,Social Sciences,RESEARCHERS,Joshua Becker Dataverse
1197,doi:10.7910/DVN/OEEF37,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1198,doi:10.7910/DVN/OEM7DW,1.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1199,doi:10.7910/DVN/OFK4L6,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1200,doi:10.7910/DVN/OFQUAN,,2020,zucco,Social Sciences,UNCATEGORIZED,Cesar Zucco Dataverse
1201,doi:10.7910/DVN/OGVWDE,,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1202,doi:10.7910/DVN/OI4U3L,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1203,doi:10.7910/DVN/OIBDLC,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1204,doi:10.7910/DVN/OIQA8Y,1.0,2019,govdept,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard University Department of Government Dissertations Dataverse
1205,doi:10.7910/DVN/OJA7YS,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1206,doi:10.7910/DVN/OJESO0,1.0,2020,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
