,doi,publicationDate,publisher,subject,type,name
971,doi:10.7910/DVN/TPW36W,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
972,doi:10.7910/DVN/V2HIVR,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
973,doi:10.7910/DVN/XTIHGR,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
974,doi:10.7910/DVN/WG8VCK,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
975,doi:10.7910/DVN/0DLNBL,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
976,doi:10.7910/DVN/KKS1R0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
977,doi:10.7910/DVN/KJ6X76,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
978,doi:10.7910/DVN/XG6QQX,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
979,doi:10.7910/DVN/LGDIZD,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
980,doi:10.7910/DVN/RTJ38N,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
981,doi:10.7910/DVN/GDZTK8,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
982,doi:10.7910/DVN/HJSQNL,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
983,doi:10.7910/DVN/CSNTTG,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
984,doi:10.7910/DVN/8JW4Q7,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
985,doi:10.7910/DVN/MZIKCS,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
986,doi:10.7910/DVN/8XPBSA,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
987,doi:10.7910/DVN/0E9KON,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
988,doi:10.7910/DVN/VHNONI,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
989,doi:10.7910/DVN/MSTR3F,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
990,doi:10.7910/DVN/MLH2FY,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
991,doi:10.7910/DVN/CEJSVJ,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
992,doi:10.7910/DVN/KGHEU4,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
993,doi:10.7910/DVN/LNPAOC,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
994,doi:10.7910/DVN/EDGRDC,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
995,doi:10.7910/DVN/ZFQMCP,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
996,doi:10.7910/DVN/UFZTYU,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
997,doi:10.7910/DVN/FEP8O2,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
998,doi:10.7910/DVN/0XEUCP,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
999,doi:10.7910/DVN/XONPX2,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1000,doi:10.7910/DVN/CDFEGV,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1001,doi:10.7910/DVN/CV9AYE,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1002,doi:10.7910/DVN/DQCFUN,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1003,doi:10.7910/DVN/AE5BPK,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1004,doi:10.7910/DVN/MP1NSJ,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1005,doi:10.7910/DVN/UT25HQ,2020,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1006,doi:10.7910/DVN/XQ9RJT,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1007,doi:10.7910/DVN/SK8AGA,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1008,doi:10.7910/DVN/3QNR8Q,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1009,doi:10.7910/DVN/HKURUI,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1010,doi:10.7910/DVN/KPCLFQ,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1011,doi:10.7910/DVN/FIL6J1,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1012,doi:10.7910/DVN/Y1EUAY,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1013,doi:10.7910/DVN/O0JVDU,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1014,doi:10.7910/DVN/AK10AT,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1015,doi:10.7910/DVN/HOH1F0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1016,doi:10.7910/DVN/RFYOH6,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1017,doi:10.7910/DVN/XAQMIA,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1018,doi:10.7910/DVN/A2EIZC,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1019,doi:10.7910/DVN/DJKH4H,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1020,doi:10.7910/DVN/T17S0X,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1021,doi:10.7910/DVN/TXFTKV,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1022,doi:10.7910/DVN/4KFU8S,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1023,doi:10.7910/DVN/OAPCH9,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1024,doi:10.7910/DVN/AMJXCB,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1025,doi:10.7910/DVN/CZYUJH,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1026,doi:10.7910/DVN/88MXJS,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1027,doi:10.7910/DVN/IVPBRF,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1028,doi:10.7910/DVN/27702,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1029,doi:10.7910/DVN/ECGSUB,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1030,doi:10.7910/DVN/PGGXDO,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1031,doi:10.7910/DVN/6CMBEI,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1032,doi:10.7910/DVN/GOWSAQ,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1033,doi:10.7910/DVN/FAWCGP,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1034,doi:10.7910/DVN/THCWHJ,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1035,doi:10.7910/DVN/ZH5YFY,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1036,doi:10.7910/DVN/G3YJXY,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1037,doi:10.7910/DVN/PBEOJZ,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1038,doi:10.7910/DVN/BIZFP2,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1039,doi:10.7910/DVN/F1CFFM,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1040,doi:10.7910/DVN/2PTJJV,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1041,doi:10.7910/DVN/YT8KWK,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1042,doi:10.7910/DVN/VX59QI,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1043,doi:10.7910/DVN/ORTDUM,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1044,doi:10.7910/DVN/CJZB8X,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1045,doi:10.7910/DVN/JUCGYS,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1046,doi:10.7910/DVN/1YG7BI,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1047,doi:10.7910/DVN/T9IKQT,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1048,doi:10.7910/DVN/PZC0DM,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1049,doi:10.7910/DVN/UDZZSH,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1050,doi:10.7910/DVN/MIA6DY,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1051,doi:10.7910/DVN/AMYHNJ,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1052,doi:10.7910/DVN/EWISS3,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1053,doi:10.7910/DVN/ENFMZY,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1054,doi:10.7910/DVN/O2BK85,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1055,doi:10.7910/DVN/SLZ2OA,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1056,doi:10.7910/DVN/GQQUQU,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1057,doi:10.7910/DVN/2IT7IF,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1058,doi:10.7910/DVN/H7QR3Q,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1059,doi:10.7910/DVN/VUY8UI,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1060,doi:10.7910/DVN/AXCVFN,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1061,doi:10.7910/DVN/FQPO0E,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1062,doi:10.7910/DVN/0BPVCH,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1063,doi:10.7910/DVN/NFXS5Z,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1064,doi:10.7910/DVN/IK3DGT,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1065,doi:10.7910/DVN/DEGC9Q,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1066,doi:10.7910/DVN/URSNLH,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1067,doi:10.7910/DVN/SBHNSW,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1068,doi:10.7910/DVN/4BPRUI,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1069,doi:10.7910/DVN/2HTWSU,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1070,doi:10.7910/DVN/BFLOTT,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1071,doi:10.7910/DVN/IBKYRX,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1072,doi:10.7910/DVN/LYSP42,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1073,doi:10.7910/DVN/0KL6JK,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1074,doi:10.7910/DVN/YAIXFQ,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1075,doi:10.7910/DVN/J2NDPP,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1076,doi:10.7910/DVN/QFWIHD,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1077,doi:10.7910/DVN/X3586I,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1078,doi:10.7910/DVN/RHAXDD,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1079,doi:10.7910/DVN/U4Q0FR,2018,PSRM,Computer and Information Science;Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1080,doi:10.7910/DVN/UERKTM,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1081,doi:10.7910/DVN/J8SXIZ,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1082,doi:10.7910/DVN/XW1YYI,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1083,doi:10.7910/DVN/FYGY6V,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1084,doi:10.7910/DVN/MJKCHZ,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1085,doi:10.7910/DVN/S6B7SE,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1086,doi:10.7910/DVN/RLWSVJ,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1087,doi:10.7910/DVN/BSKHUF,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1088,doi:10.7910/DVN/JDH6KR,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1089,doi:10.7910/DVN/S2VOLH,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1090,doi:10.7910/DVN/XTXS4P,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1091,doi:10.7910/DVN/VLS3XL,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1092,doi:10.7910/DVN/SYCAOH,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1093,doi:10.7910/DVN/NNJXDY,2018,PSRM,Computer and Information Science;Mathematical Sciences;Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1094,doi:10.7910/DVN/XTAEY9,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1095,doi:10.7910/DVN/I42PPJ,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1096,doi:10.7910/DVN/TJ5XMF,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1097,doi:10.7910/DVN/VO7WW5,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1098,doi:10.7910/DVN/JGU9X5,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1099,doi:10.7910/DVN/1Q2Z92,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1100,doi:10.7910/DVN/TIIHB8,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1101,doi:10.7910/DVN/DF9UXB,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1102,doi:10.7910/DVN/27864,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1103,doi:10.7910/DVN/3BSCKY,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1104,doi:10.7910/DVN/2HCGWN,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1105,doi:10.7910/DVN/BGPIWF,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1106,doi:10.7910/DVN/INR9AQ,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1107,doi:10.7910/DVN/MUPGQM,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1108,doi:10.7910/DVN/1SBYFJ,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1109,doi:10.7910/DVN/K6PRPG,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1110,doi:10.7910/DVN/BT7OZQ,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1111,doi:10.7910/DVN/Z7H44N,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1112,doi:10.7910/DVN/YIEAF1,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1113,doi:10.7910/DVN/PC6CQC,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1114,doi:10.7910/DVN/SDGTMU,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1115,doi:10.7910/DVN/CSX1VL,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1116,doi:10.7910/DVN/BZ5BLZ,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1117,doi:10.7910/DVN/MUDDIH,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1118,doi:10.7910/DVN/OZEQ77,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1119,doi:10.7910/DVN/VXCUOU,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1120,doi:10.7910/DVN/OBDQ3H,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1121,doi:10.7910/DVN/VJLWTZ,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1122,doi:10.7910/DVN/RVV3YW,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1123,doi:10.7910/DVN/NQ32VR,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1124,doi:10.7910/DVN/V7HWP4,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1125,doi:10.7910/DVN/A4A3UO,2019,byers,Social Sciences,RESEARCHERS,Jason Byers Dataverse
1126,doi:10.7910/DVN/EHGCOF,2017,GCP,Social Sciences,RESEARCH_PROJECTS,Ground Campaign Project Dataverse
1127,doi:10.7910/DVN/K2TLDB,2015,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
1128,doi:10.7910/DVN/VE6VSR,2019,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
1129,doi:10.7910/DVN/4WNGEJ,2018,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
1130,doi:10.7910/DVN/XGQ2ZA,2018,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
1131,doi:10.7910/DVN/JSR0OE,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1132,doi:10.7910/DVN/7PZHF6,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1133,doi:10.7910/DVN/VCE7KN,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1134,doi:10.7910/DVN/LFQZVU,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1135,doi:10.7910/DVN/CRPAA8,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1136,doi:10.7910/DVN/38BFML,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1137,doi:10.7910/DVN/GA0X38,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1138,doi:10.7910/DVN/SQH6IF,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1139,doi:10.7910/DVN/9ZYFBX,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1140,doi:10.7910/DVN/AY32JZ,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1141,doi:10.7910/DVN/NFZLI3,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1142,doi:10.7910/DVN/3KOQWQ,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1143,doi:10.7910/DVN/YMMSIC,2016,the_review,Law;Social Sciences,JOURNALS,American Political Science Review Dataverse
1144,doi:10.7910/DVN/XKMNAO,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1145,doi:10.7910/DVN/YDBMNI,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1146,doi:10.7910/DVN/RRBPUD,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1147,doi:10.7910/DVN/QTOIQF,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1148,doi:10.7910/DVN/SJI4IA,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1149,doi:10.7910/DVN/FECIO3,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1150,doi:10.7910/DVN/03CDTK,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1151,doi:10.7910/DVN/HAU0EX,2016,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1152,doi:10.7910/DVN/HUKSID,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1153,doi:10.7910/DVN/T5DKRO,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1154,doi:10.7910/DVN/UTAP1V,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1155,doi:10.7910/DVN/J0GBTX,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1156,doi:10.7910/DVN/9B8HQN,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1157,doi:10.7910/DVN/VNHM17,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1158,doi:10.7910/DVN/LMW871,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1159,doi:10.7910/DVN/CTZNJV,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1160,doi:10.7910/DVN/Q8NRTS,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1161,doi:10.7910/DVN/NOWHWG,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1162,doi:10.7910/DVN/AW6L1P,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1163,doi:10.7910/DVN/6A2J2T,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1164,doi:10.7910/DVN/MM2VWC,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1165,doi:10.7910/DVN/VWBTL5,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1166,doi:10.7910/DVN/PENDX4,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1167,doi:10.7910/DVN/HD7UUU,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1168,doi:10.7910/DVN/9AMKHL,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1169,doi:10.7910/DVN/SEOCQ0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1170,doi:10.7910/DVN/OLTXFC,2019,the_review,Medicine; Health and Life Sciences;Social Sciences,JOURNALS,American Political Science Review Dataverse
1171,doi:10.7910/DVN/5CYWWF,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1172,doi:10.7910/DVN/Z7P7RL,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1173,doi:10.7910/DVN/W8HUKY,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1174,doi:10.7910/DVN/HDGUDZ,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1175,doi:10.7910/DVN/AI3VM8,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1176,doi:10.7910/DVN/ZJTLSW,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1177,doi:10.7910/DVN/DAR56O,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1178,doi:10.7910/DVN/QR73H6,2016,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1179,doi:10.7910/DVN/VGWNP9,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1180,doi:10.7910/DVN/EKZQSZ,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1181,doi:10.7910/DVN/FTYHPJ,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1182,doi:10.7910/DVN/SFBX6Z,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1183,doi:10.7910/DVN/RAMHWP,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1184,doi:10.7910/DVN/5UMCKK,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1185,doi:10.7910/DVN/1ZOEEX,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1186,doi:10.7910/DVN/KWPEKK,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1187,doi:10.7910/DVN/TWVXKZ,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1188,doi:10.7910/DVN/WVBZNE,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1189,doi:10.7910/DVN/T1TELH,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1190,doi:10.7910/DVN/GL2WN8,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1191,doi:10.7910/DVN/HHMXU3,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1192,doi:10.7910/DVN/INVDWM,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1193,doi:10.7910/DVN/UN3KML,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1194,doi:10.7910/DVN/NNNPOU,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1195,doi:10.7910/DVN/PUIJIU,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1196,doi:10.7910/DVN/AOTVAU,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1197,doi:10.7910/DVN/B1HHGV,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1198,doi:10.7910/DVN/8SR1GY,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1199,doi:10.7910/DVN/DO43V5,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1200,doi:10.7910/DVN/EY2I6M,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
