doi:10.7910/DVN/F6LJP8	geo_regressions_output_public_iterative.r	Error in eval(expr, envir, enclos) : object 'dat.uo' not found
doi:10.7910/DVN/F6LJP8	geo_regressions_output_task.r	Error in eval(expr, envir, enclos) : object 'dat.uo' not found
doi:10.7910/DVN/F6LJP8	geo_regressions_output_task_iterative.r	Error in eval(expr, envir, enclos) : object 'dat.uo' not found
doi:10.7910/DVN/F6LJP8	geo_variation_test.r	Error in unique(dat$index.city) : object 'dat' not found
doi:10.7910/DVN/F6LJP8	obs_data_2009.r	Error in eval(expr, envir, enclos) : could not find function 'polr'
doi:10.7910/DVN/F6LJP8	population_projections.r	Error in pdf('output/Figure_1.pdf') :   cannot open file 'output/Figure_1.pdf'
doi:10.7910/DVN/F6LJP8	selection_check.r	Error in eval(expr, envir, enclos) : object 'dat.uo' not found
doi:10.7910/DVN/0K6LWF	runReplication.R	Error in loadNamespace(name) : there is no package called 'rstudioapi'
doi:10.7910/DVN/OJESO0	003_setStiltparam.r	success
doi:10.7910/DVN/NEAG2L	runReplication.R	Error in loadNamespace(name) : there is no package called 'rstudioapi'
doi:10.7910/DVN/5QA9YS	farissmarkowitz2017_models.R	Error in eval(expr, envir, enclos) :   could not find function 'pdata.frame'
doi:10.7910/DVN/TALJOT	clickbait.R	Error in eval(expr, envir, enclos) : could not find function 'loadfonts'
doi:10.7910/DVN/TALJOT	unknown	time limit exceeded
doi:10.7910/DVN/INR9AQ	primary replication code.R	Error in eval(expr, envir, enclos) : could not find function 'felm'
doi:10.7910/DVN/INR9AQ	replication code for appendix.R	Error in eval(expr, envir, enclos) : could not find function 'ggplot'
doi:10.7910/DVN/NEZPZ6	Cheng_Li_Rational_Peasants_Code.R	Error in eval(expr, envir, enclos) :   could not find function '.rs.restartR'
doi:10.7910/DVN/GT6EJJ	BHM_GEC_replication.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/LPZLBF	Calonico-Cattaneo-Farrell-Titiunik_2018_RESTAT.R	Error in eval(expr, envir, enclos) : could not find function 'rdrobust'
doi:10.7910/DVN/SMBFOZ	DiscreteEffects.r	success
doi:10.7910/DVN/SMBFOZ	PrintModels.r	success
doi:10.7910/DVN/SMBFOZ	bjps_RScript_replication.r	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/T8OYHT	repplots.r	Error in install.packages('beanplot', 'RColorBrewer', 'foreign', 'ggplot2',  :   unable to install packages
doi:10.7910/DVN/ACYZIC	framing-ajps-cleandat.R	Error in eval(expr, envir, enclos) : could not find function 'principal'
doi:10.7910/DVN/ACYZIC	unknown	time limit exceeded
doi:10.7910/DVN/8XU5R6	government_assistance_eviction.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/LD6NL8	Terrorism_Replication_1.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/LD6NL8	unknown	time limit exceeded
doi:10.7910/DVN/AQB4MP	experimental_analysis_appendix.R	Error in eval(expr, envir, enclos) : could not find function 'stargazer'
doi:10.7910/DVN/AQB4MP	experimental_analysis_main_text.R	Error in eval(expr, envir, enclos) :   could not find function 'estimator_ev'
doi:10.7910/DVN/AQB4MP	simulation_analysis.R	Error in loadNamespace(name) : there is no package called 'attrition'
doi:10.7910/DVN/FN7XIV	ReplicationIOPhysio.R	Error in eval(expr, envir, enclos) : could not find function 'zelig'
doi:10.7910/DVN/FN7XIV	ci-plot-new.R	success
doi:10.7910/DVN/CCUHUY	Table3_TableS2_cces.R	Error : '\m' is an unrecognized escape in character string starting ''data\m'
doi:10.7910/DVN/CCUHUY	state_pr_plots.R	Error in read.dta('C:/Users/Michael/Documents/fop/psp_v/revisions/2ndRevisions/datacode/FINAL/s1/fopdata.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/DOP4UB	analysis_master.r	Error in eval(expr, envir, enclos) : could not find function 'xBalance'
doi:10.7910/DVN/DOP4UB	balance_check.r	Error in eval(expr, envir, enclos) : could not find function 'xBalance'
doi:10.7910/DVN/DOP4UB	face_summary_pnas.r	success
doi:10.7910/DVN/DOP4UB	main_results.r	Error : could not find function 'genperms'
doi:10.7910/DVN/DOP4UB	outgraphic_single_pnas.r	Error in eval(expr, envir, enclos) : object 'final.mat.dose' not found
doi:10.7910/DVN/DOP4UB	output_create.r	Error in rbind(final.mat.main, final.mat.prime) :   object 'final.mat.main' not found
doi:10.7910/DVN/DOP4UB	primetest.r	Error : could not find function 'genperms'
doi:10.7910/DVN/DOP4UB	subset_inference.r	Error : could not find function 'genperms'
doi:10.7910/DVN/MYJDHS	unknown	time limit exceeded
doi:10.7910/DVN/G63OG9	Cui_analysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/G63OG9	estimator.R	success
doi:10.7910/DVN/G63OG9	master.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/G63OG9	simulation_figure.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/G63OG9	simulation_setup.R	Error in nrow(W_use) : object 'W_use' not found
doi:10.7910/DVN/G63OG9	twitter_simulation.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/TZTW1J	Graphs and Descriptive Analysis.R	Error in read.dta('REPLICATION DATA.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/E0LSH2	patent_govern.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/K6PRPG	1_clean_us_survey.R	success
doi:10.7910/DVN/K6PRPG	2_clean_india_survey.R	success
doi:10.7910/DVN/K6PRPG	3_merge_external_data_us.R	Error in eval(expr, envir, enclos) : could not find function 'read.xlsx'
doi:10.7910/DVN/K6PRPG	4_merge_external_data_india.R	success
doi:10.7910/DVN/K6PRPG	5_analyze_demographics.R	Error in eval(expr, envir, enclos) : could not find function 'svydesign'
doi:10.7910/DVN/K6PRPG	6_analyze_spaces.R	Error in coordinates(spp.data.mt) <- c('i.long.mt', 'i.lat.mt') :   could not find function 'coordinates<-'
doi:10.7910/DVN/K6PRPG	7_analyze_politics.R	Error in eval(expr, envir, enclos) : could not find function 'latex'
doi:10.7910/DVN/K6PRPG	8_analyze_cooperativeness.R	Error in eval(expr, envir, enclos) : could not find function 'latex'
doi:10.7910/DVN/ZUE1BI	replication_mediation_showme.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/WMRQ16	FRS_HittingCarrots.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/59NTIL	pejones_PB_IndivModels.R	Error in eval(expr, envir, enclos) : could not find function 'svydesign'
doi:10.7910/DVN/WXTUIL	unknown	time limit exceeded
doi:10.7910/DVN/4BPRUI	WintersWeitz-Shapiro_PSRM_CorruptionReplicationArgentina.R	Error in loadNamespace(name) : there is no package called 'readstata13'
doi:10.7910/DVN/88MXJS	unknown	time limit exceeded
doi:10.7910/DVN/TRTXLP	kln_replication.R	Error in eval(expr, envir, enclos) :   could not find function 'install_github'
doi:10.7910/DVN/VJLVYU	cluster-se.R	success
doi:10.7910/DVN/VJLVYU	split-del.R	success
doi:10.7910/DVN/VJLVYU	tables-figures.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/5JDXHS	LatinHypercubeSampling.R	Error in eval(expr, envir, enclos) : could not find function 'NLStart'
doi:10.7910/DVN/5JDXHS	Morris_screening.R	Error in eval(expr, envir, enclos) : could not find function 'NLStart'
doi:10.7910/DVN/5JDXHS	Morris_screeningALMP.R	Error in eval(expr, envir, enclos) : could not find function 'NLStart'
doi:10.7910/DVN/5JDXHS	sim_fun1_all.R	success
doi:10.7910/DVN/5JDXHS	simulation_function.R	success
doi:10.7910/DVN/5JDXHS	simulations.R	Error in eval(expr, envir, enclos) : could not find function 'NLStart'
doi:10.7910/DVN/5JDXHS	sobol.R	Error in eval(expr, envir, enclos) : could not find function 'NLStart'
doi:10.7910/DVN/8XT86F	01_01_main_estimates_point_estimates.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/8XT86F	01_02_heterogeneity_point_estimates.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/8XT86F	01_03_robustness_checks_point_estimates.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/8XT86F	01_04_heterogeneity_appendix_point_estimates.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/8XT86F	01_05_different_stages_point_estimates.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/E43MOQ	bias-sim.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/E43MOQ	tab-fig-1.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/VHNONI	PAI-Replication.R	Error in eval(expr, envir, enclos) :   could not find function 'MCMCfactanal'
doi:10.7910/DVN/BGTAGA	prejudice-replication-hopkins-07312019.R	Error in subset(dta.all, select = vars1) : object 'dta.all' not found
doi:10.7910/DVN/GHXJYL	generate_posteriordata.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/GHXJYL	imputation.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/UUPZ6Z	Cluster Split Sample Day ReSTAT.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/UUPZ6Z	Cluster Split Sample ReSTAT.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/UUPZ6Z	Distance Matrix_ReSTAT.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/UUPZ6Z	unknown	time limit exceeded
doi:10.7910/DVN/U3QJQZ	unknown	time limit exceeded
doi:10.7910/DVN/PLEZWE	nineender-r.R	Error in read.spss('WV1_Data_spss_v_2014_04_28.sav', to.data.frame = T) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/JLRL6P	Main_Analyses.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/JLRL6P	column6_figures.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/8XUKIH	1 - TABARI to csv.R	Error in eval(expr, envir, enclos) :   could not find function 'read_eventdata'
doi:10.7910/DVN/8XUKIH	2 - Analysis.R	Error in eval(expr, envir, enclos) : could not find function 'adf.test'
doi:10.7910/DVN/WVFZGE	JEPS_STM_replication.R	Error in eval(expr, envir, enclos) :   could not find function 'textProcessor'
doi:10.7910/DVN/LEVVHS	AddtlStudy_HealthCareData_RCode.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/LEVVHS	AddtlStudy_ImmigrationData_RCode.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/LEVVHS	Study1_LucidData_RCode.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/LEVVHS	Study1_MTurkData_RCode.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/LEVVHS	Study2_LucidData_RCode.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/LEVVHS	Study2_MTurkData_RCode.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/UPMOHW	00.ReadMe.R	success
doi:10.7910/DVN/UPMOHW	unknown	time limit exceeded
doi:10.7910/DVN/N7D9LS	india_analysis.R	Error in eval(expr, envir, enclos) : could not find function 'CADErand'
doi:10.7910/DVN/3WGSR0	AMTReplicationFile.R	Error in eval(expr, envir, enclos) : could not find function 'coeftest'
doi:10.7910/DVN/3WGSR0	TESSReplicationFile.R	Error in eval(expr, envir, enclos) : could not find function 'coeftest'
doi:10.7910/DVN/WIRN6R	mc-1.R	success
doi:10.7910/DVN/WIRN6R	mc-2.R	success
doi:10.7910/DVN/WIRN6R	sct.R	Error in .Primitive('.Call')(<pointer: (nil)>, v1, v2, focusLegis, numLegisShuffles,  :   NULL value passed as symbol address
doi:10.7910/DVN/KYOABG	unknown	time limit exceeded
doi:10.7910/DVN/HNFYY0	analysis.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/FV9AVG	Analysis-Experiment.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/FV9AVG	Analysis-Pew.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/R3GZZW	replicate_consumerstudy.R	Error in eval(expr, envir, enclos) : object 's' not found
doi:10.7910/DVN/R3GZZW	replicate_priming.R	success
doi:10.7910/DVN/R3GZZW	replicate_sameparty.R	success
doi:10.7910/DVN/R3GZZW	replicate_study1.R	Error in dev.off() : cannot shut down device 1 (the null device)
doi:10.7910/DVN/R3GZZW	replicate_study2.R	success
doi:10.7910/DVN/U1GGGQ	Figures 1 and 2.R	Error in eval(expr, envir, enclos) : could not find function 'barplot2'
doi:10.7910/DVN/5LAZ54	Figure2.R	Error in read.dta('C:/Users/chris/Dropbox/TRASH BIN/4may/LehmannMastersonAPSR2020_replication/LehmannMastersonAPSR2020_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/5LAZ54	FigureA6.R	Error in read.dta('C:/Users/chris/Dropbox/TRASH BIN/4may/LehmannMastersonAPSR2020_replication/LehmannMastersonAPSR2020_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/SI5KBL	00-preprocessing.R	Error in eval(expr, envir, enclos) : could not find function 'import'
doi:10.7910/DVN/SI5KBL	01-analysis.R	Error in eval(expr, envir, enclos) :   could not find function 'grid.arrange'
doi:10.7910/DVN/KJCN21	01_Study 1 Data Code.R	success
doi:10.7910/DVN/KJCN21	02_Study 2 Data Code.R	success
doi:10.7910/DVN/KJCN21	03_Table 1.R	success
doi:10.7910/DVN/KJCN21	04_Table 2.R	success
doi:10.7910/DVN/KJCN21	05_Table 3.R	success
doi:10.7910/DVN/KJCN21	06_Table 4.R	success
doi:10.7910/DVN/KJCN21	07_Appendix Table 1.R	success
doi:10.7910/DVN/KJCN21	08_Appendix Table 2.R	success
doi:10.7910/DVN/KJCN21	09_Appendix Table 3.R	success
doi:10.7910/DVN/KJCN21	10_Appendix Table 4.R	success
doi:10.7910/DVN/KJCN21	11_Appendix Table 5.R	success
doi:10.7910/DVN/KJCN21	12_Appendix Table 6.R	success
doi:10.7910/DVN/KJCN21	13_Appendix Table 7.R	success
doi:10.7910/DVN/KJCN21	14_Appendix Table 8.R	success
doi:10.7910/DVN/KJCN21	15_Appendix Table 9.R	success
doi:10.7910/DVN/DKKP4I	ad_2000-flip.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/DKKP4I	ad_2000-sims.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/DKKP4I	ad_2000-vert.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/DKKP4I	unknown	time limit exceeded
doi:10.7910/DVN/VTUSLV	R_Figure1.R	Error in theme(plot.background = element_rect(fill = 'grey100'), panel.background = element_rect(fill = 'grey100',  :   could not find function 'unit'
doi:10.7910/DVN/VTUSLV	R_Figure2.R	Error in theme(plot.background = element_rect(fill = 'grey100'), panel.background = element_rect(fill = 'grey100',  :   could not find function 'unit'
doi:10.7910/DVN/VTUSLV	R_Figure3.R	Error in theme(plot.background = element_rect(fill = 'grey100'), panel.background = element_rect(fill = 'grey100',  :   could not find function 'unit'
doi:10.7910/DVN/VTUSLV	R_FigureA1.R	Error in filter(overall_response_rates, app_year < 2014) :   object 'app_year' not found
doi:10.7910/DVN/5KL1NQ	GLMMs_milkweedcounts_indivspecies.R	Error in summary(dwarf2009 <- glmer(dwarf2009 ~ Year + change + (1 | Site/SitePlot),  :   error in evaluating the argument 'object' in selecting a method for function 'summary': Error in pwrssUpdate(pp, resp, tol = tolPwrss, GQmat = GQmat, compDev = compDev,  :   Downdated VtV is not positive definiteCalls: glmer ... <Anonymous> -> stopifnot -> fn -> pwrssUpdate -> .Call
doi:10.7910/DVN/5KL1NQ	sitecoder.R	success
doi:10.7910/DVN/JN22VJ	ReplicationCodeGraphs.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/XBFBBJ	DFMPA_Rcode_12.8.19.R	Error in eval(expr, envir, enclos) : could not find function 'AFDM'
doi:10.7910/DVN/56EZPS	IdeoRatings_estimation.R	Error in basename(file = 'C:/Users/mdr/Dropbox/IdeologyPaper/JOP Dataverse/ideo_ratings.csv') :   unused argument (file = 'C:/Users/mdr/Dropbox/IdeologyPaper/JOP Dataverse/ideo_ratings.csv')
doi:10.7910/DVN/56EZPS	SkillsRatings_estimation.R	Error in basename(file = 'C:/Users/mdr/Dropbox/IdeologyPaper/JOP Dataverse/skills_ratings.csv') :   unused argument (file = 'C:/Users/mdr/Dropbox/IdeologyPaper/JOP Dataverse/skills_ratings.csv')
doi:10.7910/DVN/56EZPS	figures_main_text.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/AOTVAU	replication_r.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/P0AEHQ	replication code for olympic home advantage (pettigrew reiche 2016).R	success
doi:10.7910/DVN/RTJ38N	PKK Synthetic Controls Replication.R	Error in eval(expr, envir, enclos) : could not find function 'dataprep'
doi:10.7910/DVN/26584	Original code for models reported in Tables 1 and 3.R	Error in eval(expr, envir, enclos) : could not find function 'zelig'
doi:10.7910/DVN/WX6ZPC	Figure Replication Code.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta'
doi:10.7910/DVN/VO7WW5	Figure1_R_code.R	Error in eval(expr, envir, enclos) : could not find function 'MCMCirt1d'
doi:10.7910/DVN/VO7WW5	Figure2_R_code.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/VO7WW5	Figure3_R_code.R	Error in eval(expr, envir, enclos) :   could not find function 'MCMCdynamicIRT1d'
doi:10.7910/DVN/VO7WW5	Figure4_R_code.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/VO7WW5	Supplemental_Figure16.R	Error in eval(expr, envir, enclos) :   could not find function 'MCMCdynamicIRT1d'
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_10.R	Error in eval(expr, envir, enclos) :   could not find function 'MCMCdynamicIRT1d'
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_11.R	Error in eval(expr, envir, enclos) :   could not find function 'MCMCdynamicIRT1d'
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_12.R	Error in eval(expr, envir, enclos) :   could not find function 'MCMCdynamicIRT1d'
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_13.R	Error in eval(expr, envir, enclos) :   could not find function 'MCMCdynamicIRT1d'
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_14.R	Error in eval(expr, envir, enclos) :   could not find function 'MCMCdynamicIRT1d'
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_1_and_3.R	Error : could not find function 'MCMCirt1d'
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_2.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_4.R	Error : could not find function 'MCMCirt1d'
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_5_bottom_panel.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_6.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_7.R	Error in eval(expr, envir, enclos) : could not find function 'rollcall'
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_8.R	success
doi:10.7910/DVN/VO7WW5	Supplemental_Figure_9.R	Error in `[.data.frame`(All, , 37:rcol(All)) :   could not find function 'rcol'
doi:10.7910/DVN/VO7WW5	Supplemental_Table1_House.R	Error : could not find function 'MCMCirt1d'
doi:10.7910/DVN/VO7WW5	Supplemental_Table1_Senate.R	Error : could not find function 'MCMCirt1d'
doi:10.7910/DVN/II7FGU	diagnostics.r	Error in summary(my.model, quantiles = c(0.025, 0.05, 0.5, 0.95, 0.975)) :   object 'my.model' not found
doi:10.7910/DVN/II7FGU	portugal.r	Error in eval(expr, envir, enclos) : could not find function 'MCMCirt1d'
doi:10.7910/DVN/II7FGU	spain.r	Error in eval(expr, envir, enclos) : could not find function 'MCMCirt1d'
doi:10.7910/DVN/JOCRPU	PRQ-Replication.r	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/GYMPE7	Malik_CDF_ReplicationFinal.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/JNEQYJ	replicationMAIN.R	Error in theme(plot.margin = margin(10, 20, 10, 10), axis.text = element_text(size = 12),  :   could not find function 'margin'
doi:10.7910/DVN/JNEQYJ	replicationSA.R	Error in eval(expr, envir, enclos) : could not find function 'texreg'
doi:10.7910/DVN/JNEQYJ	replication_get_evcent.R	Error in eval(expr, envir, enclos) :   could not find function 'centralization.degree'
doi:10.7910/DVN/WYA1S2	unknown	time limit exceeded
doi:10.7910/DVN/PRIRVH	MLE_functions.R	success
doi:10.7910/DVN/PRIRVH	fit_blin.R	success
doi:10.7910/DVN/ZATAJM	unknown	time limit exceeded
doi:10.7910/DVN/03CDTK	singh_thornton_APSR_replication.R	Error in setwd('/Users/singh/Desktop/singh_thornton_APSR_replication') :   cannot change working directory
doi:10.7910/DVN/COYUWP	unknown	time limit exceeded
doi:10.7910/DVN/JPYYLA	insurance5.R	Error in eval(expr, envir, enclos) :   could not find function 'MCMCregress'
doi:10.7910/DVN/YTZZIT	Figures.R	Error in is.factor(x) : could not find function 'recode'
doi:10.7910/DVN/LNUSBB	1 main file.R	Error in read.dta(file = paste0(getwd(), '/data/factors.dta')) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/LNUSBB	2 country-year code.R	Error in read.dta(file = paste0(getwd(), '/data/factors.dta')) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/LNUSBB	3 dyad-year code.R	Error in merge(x = ddtrade, y = factors, by.x = c('ccode1', 'year'), by.y = c('ccodecow',  :   object 'ddtrade' not found
doi:10.7910/DVN/LNUSBB	3 tables and figures.R	Error in eval(expr, envir, enclos) : could not find function 'stargazer'
doi:10.7910/DVN/XUOHQU	code_analysis_partB.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/5P03UL	unknown	time limit exceeded
doi:10.7910/DVN/N5EGWL	The Moral Roots of Partisan Division_Data Analyses.R	Error in eval(expr, envir, enclos) : could not find function 'amelia'
doi:10.7910/DVN/8DQFXQ	vinicius-santana-ad-ufpe-2019.R	Error in pmatch(as.character(control), c('all', 'keepInteger', 'quoteExpressions',  :   reached elapsed time limit
doi:10.7910/DVN/MOTEJH	AUC_Manuscript_charts.R	Error in read.dta('final_dataset.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/PGFOXW	Figures_1_4_5_6_SI35.R	Error : RStudio not running
doi:10.7910/DVN/NNK0CQ	avg path length.R	Error in as.matrix(X15_18_noweights) :   object 'X15_18_noweights' not found
doi:10.7910/DVN/A2EIZC	joprep1.R	Error in diag(vcovHC(m.4243)) : could not find function 'vcovHC'
doi:10.7910/DVN/2JT5JK	Maps.R	Error in eval(expr, envir, enclos) :   could not find function 'readShapeSpatial'
doi:10.7910/DVN/VKLZ2V	Code_Support for Torture_08Feb16.R	Error in eval(expr, envir, enclos) : could not find function 'xBalance'
doi:10.7910/DVN/ZEVYO1	marginaleffects generate plots.R	Error in no_interact(n, error, alpha, beta1, beta2) :   could not find function 'inter.binning'
doi:10.7910/DVN/ZEVYO1	marginaleffects.line.R	success
doi:10.7910/DVN/KWM3CY	ModelTreatyDifferencesCAT01.R	success
doi:10.7910/DVN/2F8CWX	replicationcode.R	success
doi:10.7910/DVN/9AMKHL	content_analysis.R	Error in eval(expr, envir, enclos) : could not find function 'read_csv'
doi:10.7910/DVN/9AMKHL	unknown	time limit exceeded
doi:10.7910/DVN/NWFACJ	pvs-replicate.R	success
doi:10.7910/DVN/REUOXC	ML_code.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/J4MKWF	replication_script_conflict_extension.R	Error in eval(expr, envir, enclos) : could not find function 'stargazer'
doi:10.7910/DVN/VZLM35	AK_Estimators.R	success
doi:10.7910/DVN/VZLM35	Table 4.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/VZLM35	Table 6.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/LVGYYW	pairwise_nucleotide_genetic_distance.R	Error in eval(expr, envir, enclos) : object 'region' not found
doi:10.7910/DVN/JMAQLD	ch1_replication.R	success
doi:10.7910/DVN/3IHOLN	ReplicationCode.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/WT4I9N	Kalla_Aronow_PLOS_2015.R	Error in read.dta('Kalla_Aronow_2015.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/3YCVOF	ccvw_replication_code_AppendixA.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/3YCVOF	ccvw_replication_code_study1.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/3YCVOF	ccvw_replication_code_study2.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/3YCVOF	ccvw_replication_code_study3.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/YAWIJB	Statistical_Analysisv3.R	Error in dev.off() : cannot shut down device 1 (the null device)
doi:10.7910/DVN/AZHTBT	3. bes_twitter_facebook.R	Error in eval(expr, envir, enclos) : could not find function 'read_dta'
doi:10.7910/DVN/PJOMF1	assessment_script-1.R	Error : All select() inputs must resolve to integer column positions.The following do not:*  'id'
doi:10.7910/DVN/3JA2GK	MC simulations leg power 25 Feb13.R	Error : could not find function 'simex'
doi:10.7910/DVN/3JA2GK	MC simulations nb vs rr 25Feb13.R	Error in text.default(x = 1.4, y = 1.3, '{', srt = 270, cex = 8, family = 'Helvetica Neue UltraLight') :   invalid font type
doi:10.7910/DVN/3JA2GK	empirics 28Feb13.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/QQHBHY	unknown	time limit exceeded
doi:10.7910/DVN/C3OKEJ	unknown	time limit exceeded
doi:10.7910/DVN/RRBQAU	SpatialVoting_Analysis_Final.r	Error in loadNamespace(name) : there is no package called 'Hmisc'
doi:10.7910/DVN/RRBQAU	expected_voteshares.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/LNUYXZ	analysis.R	Error in FUN(X[[i]], ...) : there is no package called 'party'
doi:10.7910/DVN/LNUYXZ	data.R	Error in FUN(X[[i]], ...) : there is no package called 'lubridate'
doi:10.7910/DVN/LNUYXZ	functions.R	success
doi:10.7910/DVN/LNUYXZ	global.R	success
doi:10.7910/DVN/LNUYXZ	unknown	time limit exceeded
doi:10.7910/DVN/QJ4MK0	barber_pope_replication.R	Error in read.dta('CCES16_Common_OUTPUT_Jul2017_VV.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/OLTXFC	unknown	time limit exceeded
doi:10.7910/DVN/IEX6BE	BJPS Replication Figures - R.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/HHWL1K	Replication script 311 analysis.R	success
doi:10.7910/DVN/8XPBSA	cr_comp_ppos.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/8XPBSA	cr_competitiveness.R	Error in approxfun(vals, cumsum(tabulate(match(x, vals)))/n, method = 'constant',  :   zero non-NA points
